"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Actn4",0.000172447896935021,0.403123698608731,0.242,0.153,1
"2900097C17Rik",0.000172979886340631,0.262640287763896,0.291,0.186,1
"Ebna1bp2",0.00017307070843775,0.246035648384893,0.218,0.132,1
"D1Ertd622e",0.000174999176119427,0.276361136363517,0.174,0.102,1
"Prxl2b",0.000175320409390745,-1.16465026238633,0.204,0.26,1
"Socs6",0.000179076334362852,0.448197252996452,0.153,0.087,1
"Tbc1d5",0.00018797033591463,0.205023225541748,0.174,0.1,1
"Ccl8",0.000191647064220434,1.06145053669777,0.179,0.115,1
"Metrnl",0.000195164511665359,0.209741020204449,0.48,0.339,1
"Mrpl3",0.000195438368443888,0.295201450755096,0.153,0.086,1
"Adipor1",0.000199380958960583,-0.709181222963084,0.403,0.412,1
"Stam2",0.000199789628530774,0.355851236138871,0.15,0.085,1
"Mlec",0.000199898023909015,0.202245870751785,0.249,0.158,1
"Slc25a28",0.000203233262145966,0.289225564037648,0.174,0.101,1
"Dpm2",0.000211930449289904,0.290134268518089,0.218,0.132,1
"Hist1h1e",0.000212471896380523,0.773142350927008,0.153,0.091,1
"Sec22b",0.000225966402617919,0.459425733341452,0.167,0.099,1
"Bag6",0.000230941485591945,0.289927956671507,0.172,0.102,1
"Dnmt1",0.000241490111007257,0.360407827285666,0.167,0.099,1
"Rab14",0.000242650402753248,-0.403582597960261,0.672,0.596,1
"Med10",0.000244435100762835,0.345304246596974,0.239,0.15,1
"Notch2",0.000247743746149295,0.241855560491732,0.188,0.112,1
"Oga",0.000249991078882943,0.280271699699873,0.223,0.14,1
"Efr3a",0.000253655509822494,0.238959888132983,0.226,0.14,1
"Mtdh",0.000255463612713933,-0.506090359325259,0.604,0.542,1
"Slamf9",0.000262291565950215,0.283121877508806,0.386,0.28,1
"Nenf",0.000263475872128358,-0.875470841144597,0.217,0.259,1
"Cnot2",0.000264566991179114,0.347967851472251,0.163,0.094,1
"Park7",0.000265886407537897,-0.414528382195338,0.574,0.522,1
"Sec13",0.000266447726455093,0.322602153415706,0.218,0.135,1
"Cdc37l1",0.000267162278733258,0.294126742080687,0.175,0.105,1
"Eif4e",0.000270408214402537,0.221679170399924,0.264,0.167,1
"Rasgef1b",0.000271025012389853,0.298349558349262,0.369,0.26,1
"Agps",0.000273120921370475,0.241497913399552,0.202,0.122,1
"Ids",0.00028514168579367,0.387778087858941,0.153,0.088,1
"Osbpl8",0.000286353522088784,0.265833208234041,0.201,0.124,1
"Wwp2",0.000290041267921371,0.446314222808849,0.158,0.091,1
"Chmp2b",0.000299123918988809,0.20436148498376,0.209,0.127,1
"Ptbp3",0.000299403570173991,0.234570280223246,0.62,0.441,1
"Gtf3c6",0.000300777095646725,0.54018555685009,0.157,0.092,1
"Tm2d1",0.000301573156198024,0.22190848218972,0.21,0.128,1
"Mid1ip1",0.000304551047713626,-1.0623012107653,0.101,0.151,1
"Specc1l",0.000316287808829629,0.286691431262659,0.222,0.137,1
"Rps6ka3",0.000319816764556299,0.27947966182553,0.178,0.105,1
"Cyld",0.000325166390845092,0.330840000063513,0.213,0.132,1
"Pbx2",0.000325384114927244,0.316954334241172,0.172,0.102,1
"Pih1d1",0.000335487868200123,0.223340594163475,0.164,0.095,1
"Pepd",0.000336947002095548,0.262282679317643,0.196,0.119,1
"Nipsnap3b",0.000340793878119171,0.279209620522876,0.18,0.108,1
"Cd33",0.000344254332616151,-0.625097921140859,0.266,0.311,1
"Washc4",0.000347489755371345,0.35105796064707,0.204,0.127,1
"Cnpy3",0.000349932233172602,0.284957724921422,0.226,0.141,1
"Psmg4",0.000353517293144959,0.245200607185665,0.282,0.183,1
"Rpl4",0.000359377511973837,-0.227033085211799,0.849,0.849,1
"Abcd1",0.000361346984392505,0.201501767180563,0.157,0.089,1
"Zc3h18",0.000363053085528752,0.296650688973977,0.172,0.103,1
"Extl3",0.000366615874356719,0.342941100115523,0.157,0.091,1
"Mtch1",0.000369643177292945,0.201541600025161,0.316,0.208,1
"Ppfia1",0.00038045241870117,0.38811984583273,0.161,0.095,1
"Bcap31",0.000385894919507278,-0.755692465276894,0.392,0.386,1
"Rnasel",0.000386229117199683,0.326565718318553,0.287,0.193,1
"Nr4a1",0.000409456273529507,-0.382855337914685,0.602,0.588,1
"Ssh2",0.000433475030141662,-0.674389815444654,0.308,0.342,1
"Mef2d",0.000455785451183063,0.233835218550433,0.184,0.112,1
"Xpo1",0.000465799060777945,0.211814481483031,0.201,0.126,1
"Khsrp",0.000466169143318353,0.200067221638613,0.153,0.089,1
"Il6st",0.000468080834966798,0.364972762880263,0.155,0.091,1
"Uchl5",0.000480450401539931,0.30638950651133,0.168,0.101,1
"Eif3c",0.000488785717167633,-0.381706394525231,0.671,0.589,1
"Ino80e",0.000495764217792068,0.284787933723939,0.159,0.094,1
"Rufy3",0.000496208085602295,-0.318055530314588,0.176,0.105,1
"Erg28",0.000502315561360723,0.374981613557914,0.153,0.09,1
"Fnip1",0.000504673226503763,0.220864020155639,0.255,0.164,1
"Dock4",0.000508092153554285,0.308622781510684,0.181,0.111,1
"Hvcn1",0.000510132272514478,0.357346556135429,0.172,0.105,1
"Rnase6",0.000517562269112374,0.271347327202054,0.23,0.147,1
"Cklf",0.000526061118935538,0.214598527401486,0.202,0.126,1
"Srsf5",0.000542110809893792,-0.379988778103908,0.615,0.569,1
"Cdc123",0.000548899821222113,0.209465717149496,0.18,0.11,1
"Mcur1",0.000552829272500286,0.253401870150567,0.221,0.139,1
"Gdi2",0.000579229866473616,-0.356194664055545,0.688,0.619,1
"Lgmn",0.00058548166674723,0.349679406923299,0.761,0.712,1
"Uhrf2",0.000592461218080852,0.240115837613361,0.181,0.111,1
"Ppp3r1",0.000613014379398032,0.274563715697719,0.183,0.114,1
"Ddx41",0.000622838141691412,0.221629423346017,0.15,0.088,1
"Pigp",0.000628573525982762,-1.17050450970186,0.136,0.182,1
"Top1",0.000637038491773477,-0.297296918903801,0.646,0.598,1
"Rexo1",0.000643825737163566,0.307258983150363,0.167,0.102,1
"Mrps12",0.000664262558253372,0.254352237418826,0.221,0.14,1
"Zmiz1",0.000683243005464804,-0.710036946137439,0.355,0.362,1
"Nucb2",0.000686252234179508,0.242703237343596,0.222,0.141,1
"Rab35",0.00070376353735319,0.36228723086809,0.168,0.102,1
"Bcl7c",0.000704056358620327,0.204824920192612,0.197,0.123,1
"Yipf5",0.000716548512962973,0.283562986141899,0.162,0.098,1
"Smim14",0.000716970284033431,-0.613738088887615,0.419,0.409,1
"P2rx7",0.000724291462072194,0.403028839608384,0.201,0.128,1
"Nudt9",0.000733435918884475,0.34831637239657,0.158,0.094,1
"Map3k2",0.000735596018353614,0.297919672022234,0.185,0.115,1
"Creg1",0.000740239498358776,-0.487230521257995,0.593,0.545,1
"Ccl7",0.000743998071822488,0.374854503574956,0.272,0.194,1
"Hspa14",0.000754218588572628,0.308807148113659,0.176,0.109,1
"Camk1",0.000757204296029581,-0.522456976001945,0.402,0.418,1
"Krit1",0.000757210165097354,0.246794094800047,0.18,0.112,1
"Fam204a",0.000772089010677516,0.24292046260057,0.183,0.112,1
"Acly",0.000796218475901211,0.235821448677735,0.171,0.105,1
"Plk3",0.000871762744421083,0.201301822690329,0.275,0.185,1
"Hps3",0.000888581303677057,0.27029689285518,0.157,0.094,1
"Tmed10",0.000891620133554024,-0.371185568929937,0.77,0.674,1
"Pld4",0.000925585174902188,0.242813974806816,0.616,0.504,1
"Olfm1",0.000971530113810524,-0.841156407062376,0.292,0.197,1
"Acbd5",0.0010538442799083,-0.867527911960624,0.171,0.214,1
"Dnajb14",0.00106420697256507,-0.766359359543123,0.336,0.343,1
"Cetn2",0.00108081546944221,0.303892750974148,0.176,0.111,1
"Mrpl13",0.00111705166285108,0.205210065136628,0.215,0.139,1
"Fgd2",0.00113020694665231,0.236750835911998,0.227,0.147,1
"Dhrs3",0.00114054706357799,-0.935063561988022,0.209,0.243,1
"Cox6a1",0.00115126755222284,-0.302850373540382,0.714,0.621,1
"Eif3f",0.00115239252939529,-0.34919552597868,0.731,0.64,1
"Macf1",0.00116575285838541,-0.38668351663553,0.565,0.525,1
"Bcap29",0.00116830756715092,0.247251488780306,0.183,0.114,1
"Tgfbr1",0.00120235478086952,-0.669540806221441,0.379,0.39,1
"Tax1bp1",0.00120396006882991,0.421791412721047,0.77,0.643,1
"Map2k1",0.00121765810354051,0.293884756146722,0.172,0.107,1
"Fuca2",0.00123159054617675,0.22290734766719,0.218,0.142,1
"Vdac1",0.00125968794350644,-0.665426398640331,0.257,0.288,1
"Gnas",0.00128949735027944,-0.241630155676851,0.858,0.732,1
"Rab9",0.00129713408301136,0.235668921057879,0.179,0.112,1
"Dpy19l1",0.00130412584867754,0.202847768011891,0.151,0.091,1
"Fbxo11",0.00139226489246562,0.221026797327546,0.163,0.102,1
"Ankrd12",0.00149034501021123,-0.616400477596883,0.317,0.346,1
"Mdm4",0.00150445444421102,0.259279419873642,0.154,0.095,1
"Psmd9",0.00155166967482889,0.284149678008984,0.159,0.099,1
"Ndufb4",0.00163774661215848,-0.575787150914265,0.466,0.44,1
"Imp4",0.00164091493788042,0.228853975730689,0.164,0.103,1
"Gtf2a1",0.0016531951666617,0.280754926394125,0.193,0.126,1
"Gpr137b",0.00169620478563921,0.307676289842325,0.197,0.129,1
"Tnfaip3",0.0017479624424048,0.24206845323409,0.495,0.378,1
"Ivns1abp",0.00175807769431426,-0.899128388939558,0.249,0.277,1
"Ctsc",0.00176821069149674,0.221737788904821,0.829,0.776,1
"Tagap",0.00178623060051245,0.313629540226642,0.201,0.131,1
"Nfe2l2",0.00178894213146624,-0.288653044834589,0.702,0.668,1
"Mrps28",0.00179429063642798,0.307496554557279,0.155,0.097,1
"Cpeb4",0.00183113239010523,0.235229192887835,0.18,0.116,1
"Pdia3",0.00195976403870681,-0.260790702832217,0.85,0.751,1
"Slc9a9",0.00196481622996492,-1.06566574012117,0.123,0.164,1
"Myo1c",0.00197187272923002,0.275760674562308,0.162,0.101,1
"Sec63",0.00198388086686468,0.267398235242734,0.201,0.133,1
"Commd2",0.00198985882855933,0.235961575331466,0.159,0.1,1
"Rftn1",0.00200194365386258,0.241550316922253,0.166,0.104,1
"Mocs2",0.00225253915512857,0.217175860968957,0.184,0.119,1
"Hax1",0.0022664507298821,0.263766081751658,0.162,0.102,1
"Bri3",0.00236390017595668,-0.25737639425034,0.807,0.725,1
"Glul",0.00247309333325645,-0.752484330799346,0.299,0.318,1
"Slc40a1",0.00247650591709526,-0.621837685972455,0.125,0.174,1
"Csnk1g3",0.00268962493555683,0.266281185293783,0.175,0.114,1
"Cox7b",0.00272435055685852,-0.328086151529307,0.651,0.599,1
"Cox7a2",0.00281462707356558,-0.288498691466879,0.768,0.688,1
"Odr4",0.0028486271943851,0.311830546088734,0.168,0.107,1
"Atp5mpl",0.00289910424414341,-0.311086143128564,0.594,0.544,1
"Eif4a2",0.00303354720801368,-0.752242892063662,0.291,0.308,1
"Maff",0.00329181782107911,0.230502904052732,0.154,0.099,1
"Mtfr1l",0.00332280388450256,0.219813167143962,0.2,0.133,1
"Vkorc1",0.00353468622325925,-0.976078862047416,0.129,0.166,1
"Ubl5",0.00363383652774125,-0.255448586370583,0.728,0.647,1
"Rtn4",0.00398968369670522,-0.364297200844223,0.668,0.575,1
"Fndc3b",0.00413516839339637,0.481132281163411,0.15,0.098,1
"Atp5o",0.00464536251848928,-0.350907027296605,0.641,0.578,1
"Marf1",0.00485170809656372,0.204866683357942,0.161,0.106,1
"Egr2",0.00494411597902704,0.215228598185123,0.287,0.211,1
"Hnrnpf",0.00495238667417731,-0.209141706961605,0.822,0.714,1
"Smim15",0.00502611817627508,0.215675360402205,0.187,0.126,1
"Fkbp3",0.0051434436648419,-0.720797485851053,0.204,0.235,1
"Cs",0.00541530766716177,0.323421380982541,0.167,0.111,1
"Psap",0.00556410503277413,0.254167716852562,0.932,0.958,1
"Tnf",0.00566224382872369,-0.426552621729824,0.257,0.298,1
"B230219D22Rik",0.00585645908546025,-0.866542499065195,0.214,0.239,1
"Fam133b",0.00602280596174978,0.259026591229622,0.189,0.129,1
"Ltc4s",0.0060662262195679,-0.483378760905018,0.141,0.183,1
"Map1lc3b",0.00717729227194156,-0.292914683153849,0.714,0.623,1
"Snrpg",0.00720474179402695,-0.360038141974638,0.634,0.567,1
"Sgta",0.00721162580804273,0.306686561436843,0.153,0.102,1
"Nop10",0.00750840480745955,-0.655186254956287,0.299,0.305,1
"Mtus1",0.00763459169386134,-0.644561626931975,0.153,0.188,1
"2810013P06Rik",0.00806567988656026,-0.939124491530465,0.144,0.177,1
"Pnisr",0.00807898336486025,-0.599731240317677,0.355,0.36,1
"Arrdc3",0.00819694730614935,0.211763009332763,0.179,0.125,1
"Rhob",0.00821506451701096,-0.421477048979789,0.41,0.423,1
"Krtcap2",0.00826125223785801,-0.538141850568047,0.44,0.409,1
"Comt",0.00867081185166963,-0.70229046527063,0.326,0.321,1
"Tspan3",0.00879008881196362,-0.963135908169326,0.154,0.187,1
"Runx1",0.00913137517633283,-0.630789665945037,0.473,0.438,1
"Tmcc3",0.00915575390046817,-0.711540949614334,0.218,0.244,1
"Scoc",0.00996464502635213,-0.645546841297261,0.175,0.209,1
"Pafah1b1",0.0105164921708478,-0.347938068177105,0.7,0.613,1
"Clec4n",0.0106340651104002,-0.532318390474515,0.386,0.402,1
"Smagp",0.0109682759638077,-0.625221906049921,0.189,0.222,1
"Cnbp",0.011108150022637,-0.275705722807073,0.608,0.544,1
"Fyb",0.0116788282825944,-0.247849163257869,0.745,0.702,1
"Chd6",0.0125639589663022,-0.788902112091448,0.127,0.157,1
"Rwdd1",0.0126452051570293,-0.238437838421586,0.354,0.247,1
"Atp5d",0.0148477147410996,-0.203850410820493,0.663,0.579,1
"Stap1",0.0178004691248706,-0.424816077431117,0.315,0.338,1
"BC031181",0.0178628691001369,-0.248344747170225,0.42,0.293,1
"Uqcrb",0.0179137802492445,-0.275029325462517,0.683,0.582,1
"Gadd45gip1",0.0180717455990963,0.207446814843244,0.174,0.122,1
"Dynll2",0.0182611741216263,-0.577463590355798,0.228,0.254,1
"Ssr4",0.0183112668575391,-0.231236428529108,0.714,0.635,1
"Hacd4",0.0186130861275633,-0.567304429070047,0.278,0.289,1
"Cebpg",0.0228887358948848,-0.796328500137323,0.279,0.281,1
"Smim10l1",0.0232769202432377,-0.6686875618132,0.151,0.178,1
"Bcl2a1b",0.0233402970564608,-0.217494257101964,0.586,0.602,1
"Anxa5",0.0242743996349134,-0.230721323815992,0.755,0.665,1
"Cox5a",0.0244320182768354,-0.25276063095057,0.803,0.729,1
"Ier5",0.0247087223742948,-0.222174983381358,0.752,0.732,1
"Ntpcr",0.024774603357241,-0.527572321302267,0.35,0.349,1
"Sf3b2",0.025717503226903,-0.369733033428031,0.576,0.509,1
"Gsk3b",0.0268921446859295,-0.560792060390331,0.369,0.352,1
"Bola2",0.0274411245920656,-0.214354780345773,0.281,0.201,1
"Far1",0.0277227478802613,-0.210442587474994,0.221,0.156,1
"Pdgfb",0.0277548216736612,0.374269540676416,0.242,0.188,1
"Gnai2",0.0281161904725962,-0.219427372367906,0.896,0.78,1
"Ergic2",0.028135781099824,-0.280716278918519,0.18,0.127,1
"Klf7",0.0284675136399116,-0.880653936486897,0.133,0.159,1
"Ptgs1",0.0288401019313162,-0.528054921206735,0.208,0.232,1
"Kcnq1ot1",0.0301517600261478,-0.808498272624535,0.129,0.157,1
"Herpud1",0.0307080787853079,-0.545069178823195,0.351,0.35,1
"Rogdi",0.0316801345208849,-0.848892731587732,0.142,0.165,1
"Ing2",0.0328017894097692,-0.204303167420344,0.17,0.12,1
"Chd9",0.0333958409513714,-0.739814726742307,0.239,0.25,1
"Klhl24",0.0342085119777272,-0.747796486967548,0.162,0.185,1
"Mtss1",0.035453673300698,-0.569145946725513,0.174,0.196,1
"Abca9",0.0357557353284963,-0.507335161933514,0.163,0.187,1
"Abca1",0.0365034975809814,-0.581344235651423,0.379,0.374,1
"Slc25a4",0.037532454247032,-0.553816508577011,0.324,0.313,1
"F13a1",0.0377423467040711,-0.369467913776499,0.146,0.18,1
"P2ry12",0.0378932269323468,-0.718625513339366,0.206,0.224,1
"Gm26532",0.0379625317010998,-0.486114866756974,0.372,0.365,1
"Naa20",0.0380243333834549,-0.2203795225528,0.231,0.165,1
"Dnajb9",0.038223814692846,-0.789567530442557,0.197,0.216,1
"Cdk13",0.0388998006530705,-0.224684856740538,0.202,0.145,1
"Zfp644",0.0390047437806561,-0.202999842318121,0.218,0.157,1
"Dock8",0.0417384350740243,-0.485327962042748,0.35,0.342,1
"Gadd45b",0.0422730118523635,-0.2546592768271,0.47,0.455,1
"Adrb2",0.043457693898039,-0.558278168022747,0.163,0.191,1
"Aldh2",0.0438623514509319,-0.284021089562803,0.414,0.4,1
"Ndufb10",0.044112695738446,-0.306834076448343,0.594,0.506,1
"Lrp6",0.0445649221209912,-0.615468116156421,0.193,0.213,1
"Tmem50a",0.0449811854218258,-0.318845927855527,0.648,0.544,1
"Akap9",0.0463630225130227,-0.583820051535537,0.278,0.283,1
"S100a1",0.0465044583223814,0.439129377425328,0.176,0.133,1
"Zbtb20",0.0472670473009073,-0.599632647877561,0.184,0.205,1
"Myo5a",0.0473744725785826,-0.431851226532686,0.35,0.342,1
"Sesn1",0.0479734185618568,0.226162245798795,0.176,0.131,1
"Cd36",0.0483483120623454,-0.687295422252822,0.14,0.167,1
"Lmo2",0.0486265963777892,-0.456182744093177,0.364,0.35,1
"Fam193a",0.0508860485577322,-0.248181015953124,0.168,0.122,1
"Rtcb",0.0535595876608557,-0.527687077587884,0.329,0.32,1
"Hist1h1c",0.0537527943728951,-0.703654686150306,0.136,0.161,1
"Gsr",0.0580332287183561,-0.265638982028345,0.223,0.17,1
"Ccdc47",0.0590468895007891,-0.621602398026752,0.191,0.204,1
"Skp1a",0.0609375541813426,-0.390420466171415,0.321,0.317,1
"Hmgn1",0.0620988673757854,-0.255348531229871,0.351,0.353,1
"Tanc2",0.0623101321646666,-0.49331008819807,0.175,0.196,1
"Ndufb3",0.0655070719546042,-0.423326968040661,0.461,0.412,1
"Elof1",0.0670951554302254,-0.208498456058058,0.258,0.19,1
"Prrc2c",0.0695426012331988,-0.222917019742549,0.735,0.634,1
"Aig1",0.0699554508631952,-0.305500866667685,0.164,0.122,1
"Dusp6",0.0737974675662325,-0.584072616813514,0.232,0.243,1
"Igfbp4",0.0741709650094885,-0.677507401696747,0.145,0.166,1
"Ppp1r10",0.0765398432023413,-0.543725356871633,0.291,0.283,1
"Rab11b",0.077763583114483,-0.206152053078208,0.315,0.235,1
"Bin1",0.0784130105040176,-0.484632786937899,0.252,0.259,1
"Map1lc3a",0.078882117739262,-0.567134961024215,0.239,0.248,1
"Zfp706",0.0791380612473692,-0.587794846103768,0.366,0.335,1
"Faim",0.0799685675004076,-0.783811914693499,0.174,0.186,1
"Pou2f2",0.0803233143783845,-0.257621920497886,0.452,0.443,1
"Matr3",0.0805747802136027,-0.252913531613826,0.245,0.182,1
"2410006H16Rik",0.0810593088109433,-0.348976002487138,0.403,0.393,1
"Smim11",0.0814315588008325,-0.607761060581751,0.187,0.2,1
"Ctsb",0.0826626131962405,0.207263838891843,0.915,0.907,1
"Nin",0.0831273223701351,-0.34117350039978,0.187,0.14,1
"Lrch4",0.0839615660684437,-0.213001954979409,0.215,0.157,1
"Tecr",0.0848737306248841,-0.590983966236096,0.273,0.271,1
"Coa3",0.0894006637016019,-0.228619415897746,0.326,0.237,1
"Cebpzos",0.0906180637354815,-0.401896872434891,0.245,0.251,1
"Ctnnb1",0.0910513989283557,-0.216934669398108,0.358,0.263,1
"Dad1",0.0938170109411708,-0.341067200229471,0.614,0.515,1
"Ighm",0.0962402087018303,-0.401695274212312,0.305,0.311,1
"Mob4",0.0979672714197229,-0.241431503209676,0.24,0.179,1
"Pten",0.0993742411763095,-0.632711839760413,0.272,0.268,1
"Gadd45g",0.0994874033570987,-0.417507102768632,0.251,0.195,1
"Tmcc1",0.10010014413339,-0.763493816480527,0.158,0.172,1
"Rb1",0.100310391134094,-0.222138934349911,0.158,0.119,1
"Edem2",0.102173847182953,-0.242423173409217,0.15,0.112,1
"Itga6",0.103266205129497,-0.591113241576444,0.228,0.235,1
"Zfp638",0.103678560283691,-0.239578618463476,0.275,0.206,1
"Gna12",0.1050618137426,-0.500202741792025,0.272,0.268,1
"Srrt",0.105224654959233,-0.200766341041519,0.175,0.132,1
"Ctsa",0.107211812564186,-0.314112659399578,0.654,0.563,1
"Lman1",0.108208873477701,-0.738558908250159,0.181,0.19,1
"Faf2",0.108806886820027,-0.205230288716874,0.158,0.119,1
"Retreg1",0.110336775662215,-0.62292274878697,0.252,0.25,1
"Phf14",0.110725869254594,-0.281346864033668,0.255,0.192,1
"Huwe1",0.112517039938095,-0.33504500304572,0.256,0.191,1
"Hcfc1r1",0.113723412608146,-0.652659563505354,0.279,0.268,1
"Rps27rt",0.119528297051531,-0.257683512113793,0.179,0.135,1
"Unc50",0.120480307067457,-0.288776100240786,0.218,0.165,1
"Ramac",0.120622624720137,-0.307008246927148,0.2,0.153,1
"Mrpl43",0.124710667261595,-0.262206647725457,0.261,0.197,1
"St3gal6",0.125409450726884,-0.608608137764683,0.191,0.2,1
"Cadm1",0.12551859777377,-0.543694362697757,0.168,0.184,1
"Pak1",0.128310640236297,-0.25424638577152,0.159,0.121,1
"Mrps33",0.133361233719704,-0.567249454309872,0.333,0.308,1
"Ndufa7",0.134306546799452,-0.237192382393893,0.65,0.552,1
"Ncor1",0.136375520223661,-0.333123616588405,0.531,0.458,1
"Rsl1d1",0.137196071696837,-0.206498428297822,0.245,0.187,1
"Sars",0.139114416216012,-0.208738134702547,0.201,0.154,1
"Blvrb",0.139120442380112,-0.312647416756328,0.57,0.516,1
"Wdr33",0.139506997566312,-0.311262728534101,0.192,0.146,1
"Napg",0.140786291903801,-0.348316147210513,0.155,0.119,1
"Msl1",0.143630774484918,-0.354401298095076,0.2,0.152,1
"Rps6ka1",0.144781042537105,-0.208872237521592,0.225,0.172,1
"Ppp4r2",0.14513505591923,-0.224744885666533,0.251,0.193,1
"Puf60",0.147577958623188,-0.314396137574676,0.213,0.164,1
"Ckap5",0.147909412674695,-0.210971345476511,0.162,0.125,1
"R3hdm1",0.149435502432685,-0.230987758365086,0.193,0.151,1
"Tmem119",0.152573112750229,-0.687985367933299,0.168,0.176,1
"Atrx",0.153720745003189,-0.259411746383244,0.534,0.474,1
"Igsf8",0.153796286689244,-0.927576529226253,0.197,0.2,1
"Smap1",0.155674405710887,-0.315503934861946,0.358,0.267,1
"Chd4",0.156628363892157,-0.220209416106712,0.606,0.524,1
"Sf3b1",0.156902530659316,-0.231188847686734,0.717,0.604,1
"Tprgl",0.160840852085007,-0.217624247359935,0.252,0.195,1
"Rtn3",0.160850868946995,-0.224994822149898,0.439,0.327,1
"Tiprl",0.161174381051748,-0.289854566549941,0.195,0.149,1
"Cited2",0.161815210067728,-0.313444208341042,0.499,0.467,1
"Brd1",0.162060844114145,-0.269617109426015,0.287,0.219,1
"Tpr",0.163022633424964,-0.205905227814184,0.748,0.629,1
"Mrpl11",0.164469067364608,-0.202039582324834,0.209,0.162,1
"Tgfbr2",0.165549573049951,-0.349151247277047,0.403,0.373,1
"Dse",0.169228981401987,-0.260173435815999,0.196,0.151,1
"Idh2",0.169937541069694,-0.655160303624607,0.181,0.185,1
"Eif3l",0.17129352828351,-0.292955215023584,0.195,0.149,1
"Ppp1r11",0.173840431018356,-0.269902944736319,0.379,0.285,1
"Tm2d2",0.176776212849295,-0.234807593949438,0.347,0.262,1
"Eps15",0.178237066671382,-0.541545708421578,0.256,0.249,1
"Ogt",0.178422616474978,-0.540203980115061,0.226,0.225,1
"Polr2e",0.178423111470833,-0.256751701791313,0.273,0.211,1
"Tmem258",0.178827934606479,-0.495891766791299,0.38,0.337,1
"Hadha",0.178882913578815,-0.231302009236107,0.303,0.231,1
"Hdlbp",0.179256763397796,-0.357205881028899,0.432,0.388,1
"Atp6v0a1",0.179286837663403,-0.224321447886001,0.193,0.152,1
"Tsn",0.180559814848445,-0.228380526019165,0.389,0.294,1
"Skil",0.181176461616441,-0.294838250922457,0.627,0.541,1
"Ddx50",0.181783168016058,-0.25831051199319,0.249,0.194,1
"Wdfy3",0.181886125828804,-0.697388624979878,0.168,0.173,1
