"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Olfm1",1.79940746605989e-20,-0.639296424279028,0.199,0.321,4.52173102146189e-16,"Olfm1"
"Myo6",4.91551729560171e-20,-0.592709146231672,0.21,0.332,1.23522034121175e-15,"Myo6"
"Gfy",7.18605937275214e-20,-0.483701343738642,0.313,0.423,1.80578485977889e-15,"Gfy"
"Ptafr",1.34471772345001e-19,1.14759903401413,0.3,0.164,3.37914116725753e-15,"Ptafr"
"Nsg1",1.60213668129736e-19,-0.457906063815042,0.326,0.432,4.02600926643214e-15,"Nsg1"
"Msi2",8.75007553511955e-19,-0.528847176223729,0.257,0.37,2.19880648122019e-14,"Msi2"
"Hk2",1.07587446813959e-18,1.11868326454779,0.286,0.156,2.70356495098797e-14,"Hk2"
"Cyba",1.65628729505521e-18,-0.30516483091988,0.877,0.911,4.16208434374425e-14,"Cyba"
"Atf5",1.75788280606217e-18,-0.373355852499184,0.374,0.47,4.41738370335364e-14,"Atf5"
"Calm1",2.2256215570314e-18,0.26593868339716,0.992,0.989,5.59276441066421e-14,"Calm1"
"Chga",2.66463162417357e-18,-0.39270394363227,0.351,0.451,6.69595280838575e-14,"Chga"
"Tmsb10",3.80143238613244e-18,-0.319467304647775,0.624,0.73,9.55261944311221e-14,"Tmsb10"
"Itm2b",4.99923485979049e-18,-0.292122243484517,0.995,0.994,1.25625772791675e-13,"Itm2b"
"Csf3r",9.2448168460317e-18,0.648754775585132,0.61,0.464,2.3231300252393e-13,"Csf3r"
"Ebf1",2.42894133254055e-17,-0.339597638323516,0.285,0.396,6.10368667454114e-13,"Ebf1"
"Tgm2",4.38980115322124e-17,1.32324473869946,0.221,0.106,1.10311313179296e-12,"Tgm2"
"H3f3a",4.50709964413447e-17,-0.223711234020047,1,1,1.13258906957455e-12,"H3f3a"
"Fstl5",5.68692278347234e-17,-0.314892758482708,0.382,0.473,1.42906682625876e-12,"Fstl5"
"Cyb5a",1.14516342018911e-16,-0.480232453933281,0.238,0.365,2.87768115859321e-12,"Cyb5a"
"Mbd2",1.27938264046613e-16,-0.953749458580815,0.189,0.302,3.21496063722735e-12,"Mbd2"
"S100a5",4.45015785053829e-16,-0.261242417764462,0.539,0.598,1.11828016626177e-11,"S100a5"
"Pgam1",6.14282348556318e-16,-0.491889144234524,0.439,0.573,1.54363011368717e-11,"Pgam1"
"Ckb",1.13611699344517e-15,-0.268020458471125,0.474,0.536,2.85494839282836e-11,"Ckb"
"Atp1b1",1.67170029984038e-15,-0.211052943496379,0.525,0.58,4.2008156834689e-11,"Atp1b1"
"Stoml3",1.71327592099316e-15,-0.22051830604422,0.532,0.588,4.30529106186372e-11,"Stoml3"
"Tshz2",3.34528218026606e-15,-0.248619325094136,0.421,0.496,8.40635959079058e-11,"Tshz2"
"Omp",5.15283763339563e-15,-0.212073815907145,0.485,0.542,1.29485656889599e-10,"Omp"
"Gnal",1.2677377516695e-14,-0.213980942886198,0.44,0.506,3.18569819617028e-10,"Gnal"
"Kdm6b",2.93136204188423e-14,0.664049552669874,0.449,0.314,7.36621967505089e-10,"Kdm6b"
"Gapdh",4.09577902247588e-14,-0.271189812518768,0.968,0.977,1.02922831055796e-09,"Gapdh"
"Gas5",4.23251525619012e-14,-0.333592744337435,0.291,0.406,1.06358875872801e-09,"Gas5"
"Purb",6.87858190977522e-14,-0.459657074481994,0.379,0.502,1.72851884810742e-09,"Purb"
"Hp",1.10794116883104e-13,-0.359734897730122,0.74,0.78,2.78414536315553e-09,"Hp"
"Sorl1",1.76098579585768e-13,0.39627362786441,0.724,0.613,4.42518120641077e-09,"Sorl1"
"Fis1",1.81524170688077e-13,-0.411661615641712,0.49,0.618,4.56152088522069e-09,"Fis1"
"Sptbn1",1.81720623388022e-13,-0.480556341930345,0.333,0.439,4.56645754511762e-09,"Sptbn1"
"Ndufc2",1.99324528030531e-13,-0.451132465530851,0.294,0.402,5.00882606487921e-09,"Ndufc2"
"Anxa5",2.16514063733887e-13,-0.425437967653224,0.302,0.424,5.44078190756883e-09,"Anxa5"
"Ndfip1",2.74400168375503e-13,-0.32335489716661,0.495,0.599,6.895401831108e-09,"Ndfip1"
"Prrc2b",3.06582062077476e-13,-0.820840325247952,0.108,0.193,7.7041006379449e-09,"Prrc2b"
"Selenok",4.84162447256834e-13,-0.279457529025021,0.718,0.791,1.2166518137117e-08,"Selenok"
"Fgl2",5.4391388459936e-13,0.886196417403976,0.279,0.171,1.36680120060973e-08,"Fgl2"
"Rpl37a",6.43712074405177e-13,0.244059985686138,0.99,0.984,1.61758407177277e-08,"Rpl37a"
"Ptprc",8.15335943345873e-13,0.281242589375373,0.929,0.874,2.04885769203384e-08,"Ptprc"
"Ndufb10",8.76255656288522e-13,-0.4080434461958,0.347,0.471,2.20194283868743e-08,"Ndufb10"
"Vdac2",9.38819728107631e-13,-0.560838427770898,0.354,0.468,2.35916009476167e-08,"Vdac2"
"Brd1",1.00923400302214e-12,-1.12998081633284,0.081,0.157,2.53610412619435e-08,"Brd1"
"Aplp2",1.21497118416786e-12,-0.212539396817572,0.58,0.624,3.05310108869542e-08,"Aplp2"
"Cd300ld",1.45126372250939e-12,0.460267672423365,0.437,0.298,3.64688060829385e-08,"Cd300ld"
"Arpc3",2.74788842540377e-12,-0.240928278203425,0.93,0.963,6.90516882419713e-08,"Arpc3"
"Selenof",3.16198250285041e-12,-0.479884566272472,0.415,0.518,7.9457458314128e-08,"Selenof"
"Nucks1",3.88733198777777e-12,-0.576577610050517,0.157,0.255,9.76847655208676e-08,"Nucks1"
"Rhoa",6.19123946313736e-12,-0.30308689590886,0.773,0.848,1.55579656469179e-07,"Rhoa"
"mt-Atp8",6.98095638984856e-12,1.14271420096711,0.247,0.158,1.75424453120505e-07,"mt-Atp8"
"Ubb",7.04952129142174e-12,-0.318560323562055,0.959,0.979,1.77147420532137e-07,"Ubb"
"Skp1a",7.43096238643171e-12,-0.445973352905978,0.223,0.328,1.86732653808643e-07,"Skp1a"
"Mdh1",1.95446184856555e-11,-0.268812821052346,0.354,0.441,4.91136717926038e-07,"Mdh1"
"Myl12b",2.14950707634016e-11,-0.265608478260571,0.79,0.874,5.40149633213518e-07,"Myl12b"
"Ndufb7",2.99201969892607e-11,-0.328465234796065,0.605,0.716,7.51864630143133e-07,"Ndufb7"
"Ndufa5",3.2232383600823e-11,-0.637700803220224,0.114,0.197,8.0996756750508e-07,"Ndufa5"
"Cd44",3.23100480256954e-11,0.612767965065823,0.58,0.476,8.11919196837699e-07,"Cd44"
"Ppib",3.23531175806973e-11,-0.308372218335151,0.576,0.646,8.13001491685342e-07,"Ppib"
"Egr1",3.4856245820999e-11,1.03012783142956,0.55,0.483,8.75902601235883e-07,"Egr1"
"Ywhaq",4.39053769857785e-11,-0.522862511928003,0.214,0.31,1.10329821827563e-06,"Ywhaq"
"B2m",4.43122398827217e-11,0.404876642053942,0.902,0.88,1.11352227601291e-06,"B2m"
"Rpl37",4.79452963525469e-11,0.219713459285371,0.983,0.977,1.20481735204315e-06,"Rpl37"
"mt-Co1",5.02057946394686e-11,0.264962919723466,0.995,0.997,1.26162141349521e-06,"mt-Co1"
"Ndufab1",6.73335430151067e-11,-0.881794413826339,0.101,0.179,1.69202460242662e-06,"Ndufab1"
"Rpl41",7.59714000977424e-11,0.283052941820417,0.971,0.968,1.90908531305617e-06,"Rpl41"
"Rbpj",8.24755172861178e-11,0.863755250718478,0.204,0.117,2.07252727388285e-06,"Rbpj"
"Atp5g3",9.09341505087956e-11,-0.370084874600221,0.298,0.409,2.28508426813552e-06,"Atp5g3"
"Lyz2",9.42673881698628e-11,-0.29703131550358,0.754,0.847,2.36884519732048e-06,"Lyz2"
"Marcksl1",9.92624126230645e-11,0.734108885708615,0.45,0.345,2.49436516680499e-06,"Marcksl1"
"S100a11",1.08568114351695e-10,-0.255204504116291,0.986,0.992,2.72820814554374e-06,"S100a11"
"Ssh2",1.39438151533652e-10,0.553722022066629,0.397,0.286,3.50394130988913e-06,"Ssh2"
"Inpp5d",1.4788061079834e-10,0.700649925674721,0.247,0.152,3.71609186875148e-06,"Inpp5d"
"Marcks",1.49380585898352e-10,0.697659745644098,0.371,0.272,3.75378474303969e-06,"Marcks"
"Clec2d",1.94811013405061e-10,0.743680155140095,0.243,0.148,4.89540595585577e-06,"Clec2d"
"Nme2",2.01957705574744e-10,-0.560044156201208,0.185,0.283,5.07499518338775e-06,"Nme2"
"Ppt1",2.05378990335882e-10,0.879190779846565,0.212,0.126,5.16096864815039e-06,"Ppt1"
"Psmb1",2.07436010661877e-10,-0.422675218391391,0.364,0.466,5.21265951192231e-06,"Psmb1"
"Igsf6",2.32289952293544e-10,0.437083278207509,0.523,0.414,5.83721421118445e-06,"Igsf6"
"Tnrc6a",2.57839171981903e-10,0.63472122733829,0.198,0.112,6.47924055273325e-06,"Tnrc6a"
"Ptms",3.08055609054282e-10,-0.236009719380711,0.254,0.365,7.74112939992506e-06,"Ptms"
"Lyn",5.2931086091753e-10,0.444320033231941,0.507,0.392,1.33010526239966e-05,"Lyn"
"Atp5c1",5.87031505337223e-10,-0.290801575138597,0.456,0.557,1.47515146976191e-05,"Atp5c1"
"Rpl39",6.69544034900291e-10,0.309855099306668,0.893,0.886,1.68249720530094e-05,"Rpl39"
"Atp5f1",6.79890715787163e-10,-0.309957697573395,0.722,0.779,1.70849737970156e-05,"Atp5f1"
"Pum2",9.07379560456722e-10,0.601283988235597,0.259,0.167,2.2801540974717e-05,"Pum2"
"Atp5o",9.26541950772897e-10,-0.327326514264216,0.511,0.58,2.32830726809721e-05,"Atp5o"
"Bsg",9.56392046478525e-10,-0.260630188933329,0.531,0.587,2.40331757359589e-05,"Bsg"
"Plekho2",9.86505358983864e-10,0.627689974894649,0.24,0.146,2.47898931659055e-05,"Plekho2"
"Ndufa4",1.05422122116116e-09,-0.216892091003951,0.744,0.775,2.64915250665589e-05,"Ndufa4"
"Rps21",1.05977080418444e-09,0.261351129997897,0.958,0.939,2.66309805383509e-05,"Rps21"
"Ndufb8",1.19384922695354e-09,-0.329207494785447,0.475,0.571,3.00002372241156e-05,"Ndufb8"
"Uqcrb",1.27906680027811e-09,-0.344505401781975,0.437,0.532,3.21416696241887e-05,"Uqcrb"
"Cpeb2",1.34024253511842e-09,0.786686242096707,0.224,0.138,3.36789546649908e-05,"Cpeb2"
"Thbs1",1.35423624800091e-09,-0.434672122993298,0.532,0.622,3.40306026760149e-05,"Thbs1"
"Rpl10a",1.39050852232621e-09,-0.277409659494591,0.684,0.744,3.49420886575354e-05,"Rpl10a"
"Atp5d",1.54898188947011e-09,-0.281940735862053,0.471,0.55,3.89243659004943e-05,"Atp5d"
"Tiparp",2.19476666183376e-09,0.641098125582984,0.271,0.179,5.51522914452206e-05,"Tiparp"
"Ndufb11",2.49011844257718e-09,-0.293278928388814,0.559,0.643,6.2574186343522e-05,"Ndufb11"
"Skil",2.51925774920694e-09,0.552156923894174,0.434,0.331,6.33064279798212e-05,"Skil"
"Cxcr4",3.05698742995478e-09,0.783396094145681,0.323,0.234,7.68190371273337e-05,"Cxcr4"
"Retnlg",3.2864101701391e-09,-0.629678438319943,0.643,0.672,8.25842011654254e-05,"Retnlg"
"G0s2",3.29638122704108e-09,-0.497070104749319,0.695,0.732,8.28347638543154e-05,"G0s2"
"Ssb",3.41051724724547e-09,-0.364262044546977,0.33,0.432,8.57028879060314e-05,"Ssb"
"Pkm",3.44531684109353e-09,-0.200559291718758,0.865,0.905,8.65773668998394e-05,"Pkm"
"Cebpz",3.59490292480245e-09,0.44118428156773,0.406,0.301,9.03363155973608e-05,"Cebpz"
"Zfp91",3.60057334331237e-09,-0.364985922062805,0.266,0.364,9.04788075440965e-05,"Zfp91"
"Pet100",4.1879833781478e-09,0.49515656793589,0.408,0.306,0.000105239834309476,"Pet100"
"Ddx3x",4.7099615422349e-09,0.492954162423464,0.457,0.353,0.000118356623594821,"Ddx3x"
"Klf2",5.54754124914573e-09,-0.561559332553251,0.474,0.545,0.000139404164049783,"Klf2"
"Mpc1",6.18188815554281e-09,-0.229356736330582,0.419,0.535,0.000155344667460635,"Mpc1"
"Slc15a3",6.51006150396479e-09,0.616926569873579,0.384,0.293,0.000163591335533131,"Slc15a3"
"Upf2",7.64062409133211e-09,0.60852825663974,0.193,0.115,0.000192001242791085,"Upf2"
"Rps28",7.70819585947972e-09,0.407588094072152,0.89,0.87,0.000193699253752866,"Rps28"
"Rpl10",7.96823437216285e-09,-0.275861289286113,0.818,0.864,0.00020023376153808,"Rpl10"
"Jund",8.64451761991788e-09,-0.399028963586442,0.78,0.846,0.000217228083270916,"Jund"
"Ifi27l2a",9.56365699564728e-09,0.794798144660674,0.23,0.146,0.00024032513664362,"Ifi27l2a"
"Ndufa11",1.15497122273771e-08,-0.677865586146268,0.209,0.29,0.000290232718561759,"Ndufa11"
"Rpl3",1.18658605078515e-08,-0.27618447033229,0.706,0.758,0.000298177208701799,"Rpl3"
"1810037I17Rik",1.18772874911155e-08,-0.369653738090596,0.464,0.565,0.00029846435736424,"1810037I17Rik"
"Icam1",1.21489587861212e-08,0.783715105850611,0.17,0.098,0.000305291185336439,"Icam1"
"Rgs2",1.2376811516273e-08,0.372617601843241,0.604,0.5,0.000311016896592425,"Rgs2"
"Rpl9",1.38820856077469e-08,-0.240346160838663,0.967,0.979,0.000348842929237073,"Rpl9"
"Irf1",1.39245145241869e-08,0.698500957490229,0.243,0.159,0.000349909125478294,"Irf1"
"Ndufb5",1.47465699884209e-08,-0.588152762840238,0.2,0.281,0.000370566557239029,"Ndufb5"
"Clta",1.48906854207829e-08,-0.218576054035715,0.525,0.625,0.000374188033938854,"Clta"
"Cox5a",1.73810662934234e-08,-0.217930623359919,0.692,0.764,0.000436768814887437,"Cox5a"
"Tgfb1",1.81308386500519e-08,0.53470541150845,0.177,0.102,0.000455609844437154,"Tgfb1"
"Tsc22d4",1.87694895373441e-08,0.320643344306089,0.61,0.504,0.000471658502583919,"Tsc22d4"
"Rab8b",1.88697742283421e-08,0.441329146616311,0.364,0.264,0.000474178556584008,"Rab8b"
"Sumo2",1.89939739942024e-08,-0.240271000487212,0.611,0.661,0.000477299572500312,"Sumo2"
"Dad1",1.99733241881931e-08,-0.364164368406043,0.285,0.378,0.000501909663525104,"Dad1"
"Sh3bgrl3",2.03229636324964e-08,-0.215209303058249,0.942,0.952,0.000510695753121003,"Sh3bgrl3"
"Atp6v0c",2.06188456155441e-08,-0.225026436737595,0.86,0.888,0.000518130971473007,"Atp6v0c"
"Syk",2.23337752294463e-08,0.449250969618842,0.387,0.291,0.000561225437740755,"Syk"
"Ndufv3",2.52747146447832e-08,-0.226447632886781,0.566,0.653,0.000635128304308758,"Ndufv3"
"Sh3bgrl",2.70059999326334e-08,-0.523010580830822,0.119,0.188,0.000678633772307144,"Sh3bgrl"
"Pcf11",3.37725296764152e-08,0.691535815480346,0.194,0.121,0.000848669898238638,"Pcf11"
"Akap13",3.7544332456742e-08,0.300086604644041,0.573,0.469,0.000943451530305469,"Akap13"
"Rpl38",3.86709650183273e-08,0.265549278755594,0.929,0.918,0.000971762679945546,"Rpl38"
"Mob1a",3.90681556568466e-08,0.489478182603965,0.373,0.289,0.000981743683500899,"Mob1a"
"Smdt1",4.3822276778538e-08,-0.318005630843571,0.479,0.572,0.00110120999316788,"Smdt1"
"Rtn3",4.45692896761218e-08,-0.400391615442288,0.334,0.424,0.00111998168027126,"Rtn3"
"Dusp16",4.6405031092439e-08,0.751632034334665,0.166,0.096,0.0011661120263219,"Dusp16"
"Pdia3",4.93561501545062e-08,-0.244690199744903,0.532,0.597,0.00124027069723259,"Pdia3"
"H2afy",5.30799427252344e-08,-0.33933779135365,0.513,0.593,0.00133384588074242,"H2afy"
"Spag9",5.35065241483145e-08,0.635572204002555,0.307,0.223,0.00134456544532299,"Spag9"
"Rpl29",5.49194325728211e-08,-0.25393518181959,0.812,0.854,0.00138007042112242,"Rpl29"
"Eif4a1",5.59036736748732e-08,-0.287940130189971,0.385,0.48,0.00140480341577589,"Eif4a1"
"Themis2",5.64961115890468e-08,0.539688648218223,0.273,0.188,0.00141969078812116,"Themis2"
"Ndst1",6.11994232500591e-08,0.551256026729774,0.243,0.162,0.00153788030685074,"Ndst1"
"Gcnt2",6.25741816258386e-08,0.460868781898626,0.371,0.271,0.0015724266100757,"Gcnt2"
"Cd74",6.84688953215377e-08,-0.354598345712597,0.175,0.261,0.00172055487053492,"Cd74"
"Tut7",6.91146252894059e-08,0.393615651192527,0.606,0.517,0.00173678141889748,"Tut7"
"Rac2",6.97045868401568e-08,-0.201573551890617,0.85,0.864,0.0017516065627063,"Rac2"
"Tgif1",7.04390296796788e-08,0.804223148018304,0.15,0.086,0.00177006237682065,"Tgif1"
"Csf2rb",7.1357384219115e-08,0.428817206960781,0.405,0.307,0.00179313970804214,"Csf2rb"
"Atp5g1",7.37565402017523e-08,-0.467746154893976,0.269,0.355,0.00185342809872983,"Atp5g1"
"Ndufb4",7.59412326299016e-08,-0.30397039735472,0.381,0.471,0.0019083272347568,"Ndufb4"
"Ythdc1",8.20604969646014e-08,0.428839509452434,0.328,0.237,0.00206209822822347,"Ythdc1"
"Psme1",9.13087112144972e-08,0.375093947584616,0.374,0.278,0.0022944966041091,"Psme1"
"Csrnp1",9.22802002900783e-08,0.495061329502651,0.328,0.239,0.00231890915308938,"Csrnp1"
"Eif4g3",9.2568331747802e-08,0.524515991219137,0.228,0.15,0.00232614960849052,"Eif4g3"
"Psma2",9.68370530404314e-08,-0.299831346185418,0.383,0.484,0.002433418305853,"Psma2"
"Rnasek",9.85254503880737e-08,-0.22436137231388,0.607,0.692,0.00247584604280191,"Rnasek"
"Ndufc1",1.03810860955397e-07,-0.3496191074461,0.248,0.333,0.00260866312494817,"Ndufc1"
"S100a6",1.07144909207702e-07,-0.336070015031352,0.822,0.892,0.00269244442348036,"S100a6"
"Psmb3",1.1171569572419e-07,-0.369037365645274,0.408,0.5,0.00280730371785318,"Psmb3"
"Susd6",1.17517415031164e-07,0.495187161131205,0.255,0.173,0.00295309512231812,"Susd6"
"Igf1r",1.21476767496385e-07,0.447306880642223,0.361,0.272,0.00305258969041666,"Igf1r"
"Eif3c",1.22452103270924e-07,-0.238649403664187,0.47,0.552,0.00307709890309506,"Eif3c"
"Ddx17",1.23276505039316e-07,0.489404738741031,0.272,0.189,0.00309781529513297,"Ddx17"
"Ppp2r5c",1.45909164476826e-07,0.451108920392253,0.255,0.173,0.00366655139413817,"Ppp2r5c"
"Cxcr2",1.51841029992899e-07,0.397239432513378,0.705,0.63,0.00381561324269155,"Cxcr2"
"Scp2",1.77838381251619e-07,-0.275010482419302,0.52,0.617,0.00446890068247194,"Scp2"
"Hint1",1.8682252001518e-07,-0.233558335957735,0.613,0.656,0.00469466310546147,"Hint1"
"Clic1",2.40290140297477e-07,-0.27976361037115,0.675,0.753,0.0060382509355353,"Clic1"
"Il4ra",2.50515951382692e-07,0.791320064584833,0.163,0.099,0.00629521534229568,"Il4ra"
"Ncf2",2.71092508783162e-07,0.32463920309177,0.707,0.628,0.00681228365321208,"Ncf2"
"Fosl2",2.72930518072625e-07,0.377561569501451,0.541,0.439,0.00685847098864699,"Fosl2"
"Kmt2c",2.75434725933227e-07,0.447314981813713,0.252,0.171,0.00692139922797605,"Kmt2c"
"Gm2a",2.77871999995091e-07,0.493777443716448,0.311,0.226,0.00698264548787664,"Gm2a"
"Brd2",2.84153381682644e-07,0.61236160392982,0.176,0.11,0.00714049032830316,"Brd2"
"Ccnl1",2.84669567410265e-07,0.361010655691109,0.468,0.378,0.00715346155945255,"Ccnl1"
"Tab2",3.22272895341352e-07,0.572499941417304,0.222,0.147,0.00809839558703284,"Tab2"
"Myo5a",3.26242786024561e-07,0.659488789760378,0.175,0.11,0.00819815497001119,"Myo5a"
"Spcs2",3.50102369622023e-07,-0.335361975751229,0.359,0.446,0.0087977224462318,"Spcs2"
"Eef1g",3.67164990512221e-07,-0.4858371350868,0.115,0.179,0.00922648904658159,"Eef1g"
"G6pdx",3.74936589855963e-07,0.492465343872113,0.268,0.191,0.0094217815664905,"G6pdx"
"Arhgap25",3.78128623964162e-07,0.773714130252435,0.187,0.12,0.00950199419159544,"Arhgap25"
"Ndufa6",3.91946356858205e-07,-0.276619639619583,0.412,0.508,0.00984922000148982,"Ndufa6"
"Eapp",4.15414915210445e-07,0.529294429351513,0.242,0.167,0.0104389614043233,"Eapp"
"Eif3f",4.31252743210827e-07,-0.225266477488093,0.399,0.491,0.0108369501841449,"Eif3f"
"Cspp1",4.35171090004721e-07,0.524222627155411,0.162,0.098,0.0109354143207286,"Cspp1"
"Ets2",4.62613646504507e-07,0.335310881895036,0.626,0.531,0.0116250183230118,"Ets2"
"Il17ra",4.92084703100572e-07,0.484620036278572,0.341,0.256,0.0123655965042143,"Il17ra"
"Plin2",5.03174192996319e-07,-0.887950622874757,0.102,0.157,0.0126442642958045,"Plin2"
"Phf20l1",5.09527175614983e-07,0.403482428359981,0.415,0.328,0.0128039083960289,"Phf20l1"
"Tapbp",5.37584522916522e-07,0.489431900930935,0.24,0.163,0.0135089614763693,"Tapbp"
"Gpx4",5.58164227625007e-07,-0.283271529607033,0.8,0.833,0.0140261088759888,"Gpx4"
"Picalm",5.68536909653614e-07,0.362149614135047,0.49,0.4,0.0142867640026857,"Picalm"
"Ppp1r15a",5.77850752448352e-07,0.575921786055313,0.328,0.251,0.0145208115582746,"Ppp1r15a"
"Ptpn12",6.21362846967715e-07,0.563916587533881,0.189,0.121,0.0156142269814517,"Ptpn12"
"Jak2",6.64961988865791e-07,0.518513604737575,0.193,0.124,0.0167098298182085,"Jak2"
"Rps4x",7.13005184106704e-07,-0.207392536783918,0.883,0.906,0.0179171072714174,"Rps4x"
"Edf1",7.64596424787157e-07,-0.32579554132878,0.317,0.399,0.0192135435584765,"Edf1"
"Fli1",8.0205573385481e-07,0.626534897467915,0.198,0.133,0.0201548585360375,"Fli1"
"Rab7",8.86433987057387e-07,0.398152409928973,0.443,0.35,0.0222751996607651,"Rab7"
"Eif3h",9.05446285217244e-07,-0.378579576129364,0.257,0.335,0.0227529597012241,"Eif3h"
"Spty2d1",9.36767098408604e-07,0.606031361851209,0.218,0.149,0.0235400204159098,"Spty2d1"
"Entpd1",9.99096856936637e-07,0.547188856226742,0.3,0.221,0.0251063049179607,"Entpd1"
"Mcemp1",1.02061384178631e-06,-0.270982909359087,0.591,0.646,0.0256470052302481,"Mcemp1"
"Txnrd1",1.02579256861847e-06,0.503856670696825,0.252,0.18,0.0257771414568135,"Txnrd1"
"Park7",1.028429876492e-06,-0.262332463397673,0.367,0.444,0.0258434143663674,"Park7"
"Dusp2",1.06923531444789e-06,0.648890994365966,0.16,0.099,0.0268688142167611,"Dusp2"
"Itga4",1.16725878512494e-06,0.436616939248358,0.226,0.153,0.0293320460114047,"Itga4"
"Top2b",1.30592891956332e-06,0.538702307994129,0.181,0.117,0.0328166878197066,"Top2b"
"Saraf",1.35047724024131e-06,-0.271045698816198,0.313,0.377,0.0339361425700238,"Saraf"
"9930111J21Rik2",1.4148384970944e-06,0.624238440912091,0.186,0.123,0.0355534765934851,"9930111J21Rik2"
"H3f3b",1.48574468632201e-06,-0.225593080956195,0.996,0.994,0.0373352782225857,"H3f3b"
"Resf1",1.55797138007927e-06,0.335781548236066,0.557,0.459,0.0391502628100119,"Resf1"
"Spata13",1.56040023480336e-06,0.584247951765408,0.235,0.165,0.0392112975003736,"Spata13"
"Tnfrsf1b",1.63203574002892e-06,0.603785007581424,0.163,0.102,0.0410114261111867,"Tnfrsf1b"
"Nfe2l2",1.73084401133541e-06,0.526278937726003,0.552,0.501,0.0434943791608474,"Nfe2l2"
"Rpl36al",1.73476997642579e-06,-0.322910002151277,0.627,0.665,0.0435930347376037,"Rpl36al"
"Lyst",1.74219032979667e-06,0.3041510924032,0.678,0.589,0.0437795007974606,"Lyst"
"Ccl3",1.7512158465032e-06,-0.844301898366389,0.137,0.195,0.0440063030067789,"Ccl3"
"Wnk1",1.76040561725313e-06,0.322658309510859,0.412,0.319,0.0442372327559538,"Wnk1"
