"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Siglece",1.77274338310687e-06,0.325450246014288,0.31,0.23,0.0445472684740925,"Siglece"
"Cox5b",1.78574570737759e-06,-0.210053496817086,0.763,0.805,0.0448740038806915,"Cox5b"
"Vapa",1.79242919451976e-06,-0.436226392092916,0.306,0.384,0.045041953229087,"Vapa"
"Ash1l",1.88313747395835e-06,0.57213906438989,0.198,0.134,0.0473213615830994,"Ash1l"
"Rel",1.97695594393368e-06,0.470437126466822,0.273,0.199,0.0496789259151095,"Rel"
"Anp32b",2.07222365238234e-06,-0.402163305008647,0.277,0.352,0.0520729081607157,"Anp32b"
"Tbca",2.10420171119999e-06,-0.463256314673308,0.2,0.269,0.0528764848007446,"Tbca"
"Gsk3b",2.29073872961687e-06,-0.234192004380161,0.355,0.438,0.0575639735365424,"Gsk3b"
"Prr13",2.3138102073692e-06,-0.349454092032405,0.575,0.62,0.0581437367009806,"Prr13"
"H2-K1",2.3234419763985e-06,0.479702862289797,0.644,0.613,0.0583857734249178,"H2-K1"
"Sec61b",2.33553387381534e-06,-0.239167900810937,0.573,0.659,0.0586896307151056,"Sec61b"
"Romo1",2.3550623200092e-06,0.309888063962987,0.239,0.166,0.0591803610395112,"Romo1"
"Ski",2.3661306372953e-06,0.50704769704528,0.172,0.11,0.0594584967845935,"Ski"
"Isg15",2.39708497320447e-06,1.36257150608384,0.211,0.151,0.0602363482916551,"Isg15"
"mt-Nd2",2.46675781221571e-06,0.418516005695135,0.803,0.782,0.0619871570631685,"mt-Nd2"
"Rbm27",2.48155404254384e-06,0.63020576163675,0.163,0.104,0.0623589715350842,"Rbm27"
"Cmip",2.83478898829992e-06,-0.224651679779692,0.359,0.438,0.0712354124869887,"Cmip"
"Chchd2",3.05333193103856e-06,-0.214982560446133,0.891,0.926,0.0767271780950681,"Chchd2"
"Por",3.41382590707613e-06,0.507833816003963,0.227,0.158,0.085786031218916,"Por"
"Rock2",3.42943610301842e-06,0.700936981406036,0.185,0.125,0.0861782998327499,"Rock2"
"Tpd52",3.50251061563848e-06,0.314252867485217,0.575,0.492,0.0880145892603793,"Tpd52"
"Adgre5",3.50483913254334e-06,0.433720428356561,0.283,0.209,0.0880731025616815,"Adgre5"
"Cr1l",3.71633479792702e-06,0.495994952467703,0.191,0.128,0.0933877771371081,"Cr1l"
"Tmco1",3.93886787193029e-06,0.534093251010241,0.159,0.102,0.0989798107537363,"Tmco1"
"Ndufb1-ps",4.06293668540741e-06,0.243272634446155,0.814,0.785,0.102097535967603,"Ndufb1-ps"
"Gpr65",4.12293251432351e-06,0.680950665574993,0.166,0.108,0.103605171152435,"Gpr65"
"Jmjd1c",4.15290428134019e-06,0.369234570813758,0.28,0.205,0.104358331685798,"Jmjd1c"
"Bhlhe40",4.15767738760645e-06,0.556102536959167,0.17,0.11,0.104478275073162,"Bhlhe40"
"Pglyrp1",4.25917872655411e-06,-0.275195965873814,0.773,0.747,0.107028902219578,"Pglyrp1"
"Cbl",4.79588624109668e-06,0.375733430473912,0.364,0.283,0.120515825352518,"Cbl"
"Ankrd13a",5.11155594954197e-06,0.45501393126135,0.192,0.129,0.12844828945604,"Ankrd13a"
"Sik1",5.1503621477607e-06,0.417777207312802,0.279,0.205,0.129423450411079,"Sik1"
"Ppia",5.42957161442213e-06,-0.234812432171124,0.879,0.907,0.136439705098814,"Ppia"
"Apobr",5.57579709703097e-06,0.429645870307648,0.351,0.271,0.140114205251291,"Apobr"
"Mgst1",6.06608420131068e-06,-0.349919816942344,0.47,0.526,0.152434629894736,"Mgst1"
"Rbx1",6.08599697081195e-06,-0.226967899200326,0.535,0.619,0.152935017879533,"Rbx1"
"Eif3k",6.35017259342548e-06,-0.32448104652285,0.286,0.365,0.159573487100189,"Eif3k"
"Uqcr10",6.39147015237004e-06,-0.202723203285871,0.477,0.552,0.160611253458907,"Uqcr10"
"Rnf149",6.48566532045268e-06,0.655137717951791,0.159,0.102,0.162978283837655,"Rnf149"
"Dek",6.59819905163796e-06,0.385696582064527,0.188,0.126,0.16580614396861,"Dek"
"Wipf1",6.90730037783449e-06,0.43209875826216,0.274,0.204,0.173573551194603,"Wipf1"
"H2-T23",7.43184383692126e-06,-0.550096023664214,0.214,0.275,0.186754803777994,"H2-T23"
"Chd7",7.54322128645162e-06,0.447217167795598,0.318,0.245,0.189553607707243,"Chd7"
"Pik3ap1",7.96951213437908e-06,0.533418006760809,0.192,0.131,0.200265870424812,"Pik3ap1"
"Trim12c",7.97320052151504e-06,0.367892335324789,0.227,0.159,0.200358555905151,"Trim12c"
"Cux1",8.35436322815664e-06,0.572773886667475,0.184,0.126,0.209936793560348,"Cux1"
"Myh9",9.06027297882311e-06,0.226702951570921,0.768,0.694,0.227675599684846,"Myh9"
"Gls",9.38310776583001e-06,0.540847646559386,0.169,0.111,0.235788115047542,"Gls"
"Ndufb3",9.57189908484585e-06,-0.266191835516496,0.328,0.404,0.240532252103091,"Ndufb3"
"Atf4",9.7906706365597e-06,0.359121270363578,0.251,0.181,0.246029762426109,"Atf4"
"Cnbp",9.97631123779202e-06,-0.308091186215523,0.405,0.481,0.250694725094476,"Cnbp"
"Fmnl1",1.0099338986236e-05,0.451788639932405,0.278,0.209,0.253786289385123,"Fmnl1"
"Zmiz1",1.05807815332785e-05,0.419758670895571,0.198,0.136,0.265884459149756,"Zmiz1"
"Csnk1a1",1.11049960755955e-05,-0.200254903255886,0.488,0.552,0.279057446383638,"Csnk1a1"
"Tle5",1.12763133612116e-05,-0.397834434352724,0.354,0.42,0.283362478453886,"Tle5"
"Cd300lf",1.1283781327736e-05,0.386795904358648,0.44,0.362,0.283550140984679,"Cd300lf"
"Cggbp1",1.13451054298264e-05,0.327302008452559,0.328,0.255,0.285091154346109,"Cggbp1"
"Emilin2",1.16491865585069e-05,0.489993788821942,0.253,0.186,0.292732409028719,"Emilin2"
"Ikzf1",1.16819561871025e-05,0.458640254381658,0.264,0.199,0.2935558770257,"Ikzf1"
"Vps37b",1.19556870038326e-05,0.539297814891103,0.279,0.213,0.300434458719309,"Vps37b"
"Pik3cd",1.21667327781384e-05,0.535731218468626,0.186,0.127,0.305737827981841,"Pik3cd"
"Arfgef1",1.30783039311694e-05,0.456480437268676,0.275,0.211,0.328644699486357,"Arfgef1"
"Baz2b",1.31154574645503e-05,0.360091760547757,0.385,0.31,0.329578330626686,"Baz2b"
"Trip12",1.38738708733057e-05,0.451707583656453,0.215,0.154,0.3486365011753,"Trip12"
"Fam111a",1.39393140248297e-05,0.358120345505899,0.305,0.234,0.350281022129945,"Fam111a"
"R3hdm4",1.40903009497709e-05,-0.336475520235795,0.413,0.472,0.354075172566794,"R3hdm4"
"Sipa1",1.45177949969789e-05,0.489377800080832,0.191,0.13,0.364817670479084,"Sipa1"
"Gpx1",1.47473835663678e-05,-0.221205315756397,0.828,0.871,0.370587001639256,"Gpx1"
"Clk1",1.48089753311418e-05,0.354243223724945,0.515,0.454,0.372134741096262,"Clk1"
"Cir1",1.48446765818415e-05,0.575662118460336,0.187,0.129,0.373031877825095,"Cir1"
"Cox4i1",1.51581211824228e-05,-0.215174488293778,0.93,0.949,0.380908427193102,"Cox4i1"
"Cyfip2",1.5592294564143e-05,0.426244010988597,0.323,0.255,0.391818770102349,"Cyfip2"
"Rsbn1l",1.55934578644871e-05,0.35731805600779,0.259,0.19,0.391848002676696,"Rsbn1l"
"Tspan13",1.55974295663724e-05,0.464471852571208,0.199,0.138,0.391947807573371,"Tspan13"
"mt-Co2",1.62912473885489e-05,0.287311010671329,0.973,0.982,0.409382755626845,"mt-Co2"
"Larp4b",1.68464269846057e-05,0.437663046119161,0.292,0.226,0.423333863696157,"Larp4b"
"Pilrb1",1.70705066535406e-05,0.53610076084006,0.165,0.11,0.428964761696821,"Pilrb1"
"mt-Nd4",1.71698992771962e-05,0.324836611564688,0.873,0.888,0.431462398936665,"mt-Nd4"
"Pnisr",1.73024511909561e-05,-0.257671519630586,0.282,0.359,0.434793295977537,"Pnisr"
"P4hb",1.76044837871052e-05,0.47860215435377,0.154,0.101,0.442383073086168,"P4hb"
"Ttyh3",1.8347661595501e-05,0.523369063311432,0.161,0.105,0.461058388233344,"Ttyh3"
"Pbxip1",1.87168215939486e-05,0.258460404922153,0.394,0.308,0.470335009834335,"Pbxip1"
"Stat1",1.97426968252227e-05,0.463710478465766,0.248,0.184,0.496114228521021,"Stat1"
"Ctss",2.08864610349026e-05,0.454953660089837,0.221,0.157,0.524855879346068,"Ctss"
"Mtmr6",2.19343532288522e-05,0.60672305127886,0.154,0.103,0.551188362287828,"Mtmr6"
"Ptpn1",2.21117144313825e-05,0.293124994435553,0.424,0.342,0.555645271946211,"Ptpn1"
"Psma3",2.25180527731833e-05,-0.248438049998855,0.366,0.441,0.565856148137324,"Psma3"
"Lgals3",2.34313024085829e-05,-0.281459090852755,0.583,0.61,0.58880519822528,"Lgals3"
"BC005537",2.39916056843527e-05,0.358825459410357,0.266,0.197,0.602885059242099,"BC005537"
"Cflar",2.55665470190173e-05,0.458802229778801,0.227,0.167,0.642461760040885,"Cflar"
"Trem1",2.56900460204828e-05,0.239086755069779,0.646,0.572,0.645565166448712,"Trem1"
"Rbbp6",2.7230272023088e-05,0.362950001296486,0.179,0.123,0.684269505668178,"Rbbp6"
"Mef2a",2.73490374695445e-05,0.370788265455435,0.278,0.213,0.687253962572184,"Mef2a"
"Arid5a",2.77016626069955e-05,0.490122264624954,0.165,0.109,0.69611507965119,"Arid5a"
"Ceacam10",2.7806269935712e-05,-0.475898211635278,0.186,0.241,0.698743757214506,"Ceacam10"
"Ep300",2.84876725802702e-05,0.349719525738608,0.274,0.209,0.715866724269609,"Ep300"
"Ist1",2.85256130612537e-05,0.634828095299346,0.165,0.113,0.716820130616245,"Ist1"
"Trim30a",2.99727415991645e-05,0.727941003986922,0.2,0.145,0.753185023645404,"Trim30a"
"Crebbp",3.09546842598096e-05,0.410194292484457,0.259,0.196,0.777860260764755,"Crebbp"
"Trip11",3.10126193499887e-05,0.379610901739991,0.201,0.142,0.779316111645866,"Trip11"
"Anapc13",3.12230705178464e-05,0.390871400553948,0.202,0.145,0.784604539042962,"Anapc13"
"Cox7a2",3.13354973095444e-05,-0.23036282121723,0.768,0.792,0.78742971189154,"Cox7a2"
"Plxnc1",3.2124030333485e-05,0.499351200028835,0.224,0.165,0.807244758250144,"Plxnc1"
"Arhgef2",3.21394136125572e-05,0.335432816912525,0.159,0.105,0.807631324669949,"Arhgef2"
"Tle3",3.25180783142042e-05,0.475593699932882,0.2,0.142,0.817146789957637,"Tle3"
"Csnk2a1",3.25553291946523e-05,0.300008311617677,0.29,0.221,0.818082867332419,"Csnk2a1"
"Nipbl",3.26020964183399e-05,0.337367613703012,0.344,0.273,0.819258080896463,"Nipbl"
"Peli1",3.29472522660869e-05,0.467148866853328,0.162,0.109,0.827931502194499,"Peli1"
"Nabp1",3.37356088393663e-05,0.318501583075334,0.367,0.289,0.847742114524436,"Nabp1"
"mt-Co3",3.38013836381115e-05,0.234518339502582,0.963,0.975,0.849394969442104,"mt-Co3"
"Stk24",3.4398502039957e-05,0.347748478576584,0.218,0.158,0.864399957762081,"Stk24"
"Anxa1",3.70726523392892e-05,-0.308304287542945,0.623,0.663,0.931598680633998,"Anxa1"
"Midn",3.80023826858877e-05,0.668988796778187,0.155,0.107,0.954961874513672,"Midn"
"Zfhx3",3.83741308899539e-05,0.394269225074759,0.221,0.161,0.964303535133652,"Zfhx3"
"Tomm6",3.85914282436036e-05,-0.341598235436928,0.448,0.516,0.969764000333514,"Tomm6"
"Bclaf1",4.09444883574181e-05,0.282885962800936,0.231,0.167,1,"Bclaf1"
"Crebrf",4.09473717473585e-05,0.530782091785264,0.183,0.129,1,"Crebrf"
"Fyb",4.51331615209063e-05,0.271016582013509,0.521,0.43,1,"Fyb"
"Nlrp3",4.74519654402719e-05,0.410367787259899,0.39,0.326,1,"Nlrp3"
"Jak1",4.91115350214338e-05,0.231506679545956,0.481,0.409,1,"Jak1"
"Map2k3",5.00448440060713e-05,0.387447152037927,0.197,0.139,1,"Map2k3"
"Atp5g2",5.04018600879984e-05,-0.277323665323615,0.542,0.573,1,"Atp5g2"
"Ucp2",5.60222186145747e-05,-0.305966450828854,0.51,0.568,1,"Ucp2"
"Set",5.7451069698714e-05,-0.247256106740239,0.355,0.419,1,"Set"
"Cox17",5.83355671258579e-05,0.299811620015071,0.59,0.513,1,"Cox17"
"Retreg1",5.8934004591936e-05,0.327191368680126,0.324,0.253,1,"Retreg1"
"Atf7ip",6.22859043976485e-05,0.469927115148989,0.203,0.149,1,"Atf7ip"
"Tgfbr1",6.25716115895508e-05,0.451812827396241,0.177,0.123,1,"Tgfbr1"
"Zfp292",6.50532472623933e-05,0.473942174477048,0.193,0.139,1,"Zfp292"
"Pde4b",6.54011240083182e-05,0.326356801387381,0.459,0.386,1,"Pde4b"
"Cdk12",6.69577040351619e-05,0.424048528363884,0.221,0.163,1,"Cdk12"
"Spcs1",6.82042720062557e-05,-0.459026728387284,0.244,0.302,1,"Spcs1"
"Aff1",7.04730015730357e-05,0.549999877897928,0.158,0.108,1,"Aff1"
"Rb1cc1",7.09536707968312e-05,0.383994704579844,0.314,0.25,1,"Rb1cc1"
"Trp53inp1",7.09779590553324e-05,0.487954028293872,0.164,0.113,1,"Trp53inp1"
"Birc6",7.24771342390592e-05,0.414604231941217,0.203,0.148,1,"Birc6"
"Phip",7.26952618381481e-05,0.401369716506333,0.22,0.163,1,"Phip"
"Bcl2l11",7.30619926200193e-05,0.558438129414607,0.201,0.146,1,"Bcl2l11"
"Nol7",7.68779594601895e-05,-0.395964064880773,0.21,0.271,1,"Nol7"
"Nhsl2",7.74854057230366e-05,0.416913318839014,0.27,0.21,1,"Nhsl2"
"Bptf",7.82895755586695e-05,0.294395243314436,0.256,0.196,1,"Bptf"
"Tmed2",7.91136277629212e-05,-0.404814854946046,0.291,0.351,1,"Tmed2"
"Ptpre",7.93636086376442e-05,0.24529666725702,0.547,0.468,1,"Ptpre"
"Mpc2",8.05008832628756e-05,-0.249593591759634,0.457,0.531,1,"Mpc2"
"Ell2",8.3134048204487e-05,0.547628707215761,0.211,0.158,1,"Ell2"
"Glud1",8.37090424298682e-05,0.37851965772102,0.261,0.203,1,"Glud1"
"Sirpa",8.51530254475282e-05,0.247421037907247,0.347,0.272,1,"Sirpa"
"BC031181",9.2288461966256e-05,-0.205754220977723,0.281,0.35,1,"BC031181"
"Calm2",9.37527019303274e-05,0.377875449500027,0.79,0.818,1,"Calm2"
"Herc1",9.66559105529471e-05,0.433536202821307,0.208,0.154,1,"Herc1"
"Nckap1l",0.000100763953131169,0.307909892021542,0.215,0.155,1,"Nckap1l"
"Rasa3",0.000101161058840736,0.547925632340173,0.156,0.108,1,"Rasa3"
"Slfn4",0.000107179138174487,0.882014253982009,0.285,0.231,1,"Slfn4"
"Hsd17b11",0.000110827960050343,0.412721274525783,0.2,0.146,1,"Hsd17b11"
"4932438A13Rik",0.000110841171536426,0.317078859159294,0.274,0.21,1,"4932438A13Rik"
"Kmt2e",0.000119506975881409,0.273570180288882,0.406,0.338,1,"Kmt2e"
"Nap1l1",0.000127054289272476,-0.224381147838503,0.283,0.346,1,"Nap1l1"
"Scaf11",0.00013561449036113,0.29213859042482,0.222,0.166,1,"Scaf11"
"Slc38a2",0.00013620979612656,0.471677248491642,0.326,0.269,1,"Slc38a2"
"Stat3",0.000138724023450077,0.272226487080376,0.336,0.267,1,"Stat3"
"Wfdc17",0.000145891104930501,0.274795681509368,0.21,0.154,1,"Wfdc17"
"Lpgat1",0.000147605251438055,0.538281870244559,0.182,0.134,1,"Lpgat1"
"Gcnt1",0.000148830658282931,0.514852110263893,0.169,0.117,1,"Gcnt1"
"Gna13",0.000151176876522006,0.486677263973477,0.159,0.111,1,"Gna13"
"Atp6v0b",0.000156498444374343,-0.200576999871348,0.64,0.707,1,"Atp6v0b"
"Arid4b",0.000161897164447161,0.360543271272582,0.253,0.196,1,"Arid4b"
"Ttc14",0.000162456576225775,0.317389216535628,0.165,0.115,1,"Ttc14"
"Zc3h15",0.00017048633210974,0.403646098449393,0.185,0.134,1,"Zc3h15"
"Cmtr1",0.000181627225232648,0.420216541792244,0.191,0.141,1,"Cmtr1"
"Rps18",0.000182044741329551,-0.203073835564066,0.803,0.842,1,"Rps18"
"Anxa3",0.000183890462084186,-0.499916910869532,0.268,0.314,1,"Anxa3"
"Nucb2",0.000187466841743923,0.471715559606933,0.165,0.118,1,"Nucb2"
"Pim1",0.000187589701539705,0.326339488644024,0.61,0.569,1,"Pim1"
"Selenon",0.000190348492223835,0.48428711645808,0.195,0.145,1,"Selenon"
"Kdm5a",0.000190695068423152,0.416556437832297,0.185,0.135,1,"Kdm5a"
"Pik3cg",0.000192736380380993,0.314729365004484,0.174,0.123,1,"Pik3cg"
"Cd53",0.000194792751944638,0.246269682556844,0.539,0.461,1,"Cd53"
"Pilra",0.000198022795536272,0.293525417545313,0.568,0.507,1,"Pilra"
"Prpf38b",0.000204226562628912,0.277196249428638,0.195,0.141,1,"Prpf38b"
"Eif5",0.000205020174490467,-0.268996600133791,0.499,0.544,1,"Eif5"
"Tor1aip1",0.000205502005545981,0.285289184432011,0.303,0.238,1,"Tor1aip1"
"Efhd2",0.000208658490571372,0.215778926481387,0.403,0.33,1,"Efhd2"
"Plaur",0.000210612727268093,-0.294302153220503,0.432,0.469,1,"Plaur"
"N4bp2l2",0.000211390178394332,0.426638246646547,0.154,0.107,1,"N4bp2l2"
"Tet2",0.000217810305709017,0.49351851117754,0.17,0.122,1,"Tet2"
"Nr4a1",0.000221903317695908,0.224669174740354,0.593,0.53,1,"Nr4a1"
"Thoc2",0.00022324995547361,0.306974681264309,0.183,0.132,1,"Thoc2"
"Fbxl5",0.000228160944380973,-0.421735848448969,0.301,0.352,1,"Fbxl5"
"Fgr",0.000229515817281037,0.27317643257375,0.409,0.34,1,"Fgr"
"Nfu1",0.000229839490150779,-0.534623669187567,0.144,0.19,1,"Nfu1"
"Cdv3",0.000231612917948091,0.278118220195402,0.17,0.121,1,"Cdv3"
"Dock2",0.000233983084900598,0.296121086326611,0.319,0.258,1,"Dock2"
"Ifitm1",0.000236886290395269,0.345168609806934,0.302,0.243,1,"Ifitm1"
"Slc40a1",0.000244534115067145,0.695743593396603,0.195,0.149,1,"Slc40a1"
"Il1rn",0.000251589749375833,0.605251329945047,0.355,0.295,1,"Il1rn"
"Stx11",0.000258429648164749,-0.432028144028639,0.241,0.289,1,"Stx11"
"Golim4",0.000263412589193736,0.393267562724618,0.262,0.208,1,"Golim4"
"Ier2",0.000263661348224375,-0.230995735260243,0.71,0.759,1,"Ier2"
"Calm3",0.000265270295323199,-0.206257539387305,0.494,0.564,1,"Calm3"
"Psmb5",0.000266761818345828,-0.330397290839241,0.23,0.287,1,"Psmb5"
"Atp6v1e1",0.000285039444877899,0.266566758879596,0.544,0.499,1,"Atp6v1e1"
"Akna",0.000291791389577805,0.297545719575039,0.23,0.173,1,"Akna"
"Bst1",0.00029446239498653,-0.455209785747143,0.153,0.2,1,"Bst1"
"Uba1",0.000297211715374962,0.438063700902325,0.156,0.111,1,"Uba1"
"Il18rap",0.000299219465069855,0.358647242537495,0.278,0.222,1,"Il18rap"
"Kat6a",0.000300634947547578,0.250131295359321,0.188,0.135,1,"Kat6a"
"Kpna4",0.00030183852719302,0.354812005387758,0.266,0.205,1,"Kpna4"
"Rtf1",0.000309616026586662,0.254638847431949,0.176,0.125,1,"Rtf1"
"Mier1",0.00031139952279686,0.252620368147998,0.294,0.233,1,"Mier1"
"Sppl2a",0.000312183368332106,0.395400875514778,0.182,0.132,1,"Sppl2a"
"Itgal",0.00033443841857761,0.335116420721682,0.335,0.274,1,"Itgal"
"Atg3",0.000338064527205144,-0.324237414880202,0.36,0.412,1,"Atg3"
"Arih2",0.000338456594519779,0.437581788729735,0.187,0.141,1,"Arih2"
"Stat6",0.000341678926278821,0.516923332805932,0.152,0.108,1,"Stat6"
"Snrnp27",0.000346599124316306,0.346627695056652,0.18,0.131,1,"Snrnp27"
"Nars",0.000369389260690151,0.299660795090633,0.195,0.144,1,"Nars"
"Tirap",0.000371384770342139,0.427640139839417,0.152,0.108,1,"Tirap"
"Selplg",0.00037472553091507,0.367723178557998,0.42,0.357,1,"Selplg"
"Ssr4",0.000387325162679472,-0.220393399530615,0.232,0.292,1,"Ssr4"
"Soat1",0.000389088738628868,0.28574989997425,0.244,0.188,1,"Soat1"
"Ctcf",0.00039724807384496,0.292043397393902,0.187,0.137,1,"Ctcf"
"Yy1",0.000400145233335017,0.401225522922438,0.265,0.21,1,"Yy1"
"Clint1",0.000402061036155917,0.304015376492763,0.367,0.308,1,"Clint1"
"Nin",0.000422246248103514,0.281219680376151,0.345,0.285,1,"Nin"
"Rpl15",0.000423820755535877,-0.250731955676421,0.833,0.855,1,"Rpl15"
"Il1f9",0.000430891699387356,0.534570555503323,0.194,0.147,1,"Il1f9"
"Irf2bp2",0.000433589787074176,0.246482093367881,0.22,0.166,1,"Irf2bp2"
"6430548M08Rik",0.000434793567104296,0.29544850184784,0.296,0.242,1,"6430548M08Rik"
"Nop53",0.000443677176102837,0.631163135713043,0.156,0.114,1,"Nop53"
"Ran",0.000444023796580194,-0.601311360379241,0.164,0.207,1,"Ran"
"Sf1",0.000446846528919493,0.333313609582269,0.19,0.141,1,"Sf1"
"Itsn2",0.000465330106814007,0.28807766201271,0.269,0.213,1,"Itsn2"
"Dgkd",0.000466192215431372,0.359494374898653,0.162,0.117,1,"Dgkd"
"Grcc10",0.000492002664014558,-0.201240430748397,0.532,0.595,1,"Grcc10"
"Gripap1",0.000492761582248499,0.331532201198724,0.219,0.166,1,"Gripap1"
"Ppp3ca",0.00049820072951025,0.214589171473765,0.42,0.35,1,"Ppp3ca"
"Lcn2",0.000500977603850229,-0.202683643727118,0.622,0.671,1,"Lcn2"
"Rybp",0.000508261208394462,0.243111851926686,0.163,0.117,1,"Rybp"
"Zfp638",0.000530743461591977,0.204622733287777,0.167,0.12,1,"Zfp638"
"Rassf5",0.000533872809751737,0.346518177639648,0.231,0.178,1,"Rassf5"
"Cwc25",0.000539429034204637,0.431212522451405,0.278,0.225,1,"Cwc25"
"Smchd1",0.000554298883816716,0.29650386977591,0.177,0.13,1,"Smchd1"
"Sema4d",0.000565553917594126,0.271800791782823,0.228,0.173,1,"Sema4d"
"Sbno2",0.000569167277796866,0.303501223896345,0.251,0.197,1,"Sbno2"
"Mia3",0.000572677385391549,0.36941290742552,0.185,0.138,1,"Mia3"
"Il6ra",0.000588028476363547,0.4445171111494,0.181,0.134,1,"Il6ra"
"Usp7",0.000611499137619067,0.41600260798862,0.15,0.108,1,"Usp7"
"Sqor",0.000622217356466282,-0.327045785711033,0.206,0.256,1,"Sqor"
"Bod1l",0.000635019373016334,0.250261908419925,0.215,0.164,1,"Bod1l"
"Spen",0.000644233914189766,0.385312583628727,0.153,0.11,1,"Spen"
"Cep350",0.000645592718118846,0.296929529929875,0.223,0.171,1,"Cep350"
"D1Ertd622e",0.000691319278396093,0.369578424017311,0.152,0.109,1,"D1Ertd622e"
"Zcchc7",0.000734866478418353,0.389887622286693,0.181,0.135,1,"Zcchc7"
"Epn1",0.000753604448550954,0.301260183137639,0.151,0.108,1,"Epn1"
"Sell",0.000755937977374122,0.350533317039105,0.436,0.382,1,"Sell"
"Id1",0.000797510148231259,0.321549228451799,0.159,0.116,1,"Id1"
"Grk2",0.000814151382795411,0.214355742039897,0.423,0.357,1,"Grk2"
"B430306N03Rik",0.000836628998758767,0.302462520454388,0.205,0.156,1,"B430306N03Rik"
"Cited2",0.000855803849326554,0.261085321208506,0.207,0.159,1,"Cited2"
"Arhgef1",0.000856310391995344,0.279924138360572,0.297,0.243,1,"Arhgef1"
"Samhd1",0.00085772251842095,0.226261976325845,0.543,0.467,1,"Samhd1"
"Tmx4",0.000860110254219686,0.301583001468529,0.216,0.166,1,"Tmx4"
"Fam107b",0.000864150991837351,0.295964043967897,0.397,0.34,1,"Fam107b"
"Fgd3",0.000864531373207535,0.375207689718628,0.159,0.116,1,"Fgd3"
"Cntrl",0.000878398914392763,0.225282307771803,0.176,0.13,1,"Cntrl"
"Acin1",0.000881731248334758,0.333491428852466,0.312,0.261,1,"Acin1"
"Ik",0.000893884848535897,0.430520737761359,0.184,0.139,1,"Ik"
"Mbnl1",0.000938192811195457,0.241862944999886,0.339,0.283,1,"Mbnl1"
"Rdh12",0.000946790950247296,-0.404633719625504,0.212,0.256,1,"Rdh12"
"Pnkp",0.000946864247842782,-0.36307341037646,0.273,0.317,1,"Pnkp"
"Ifitm6",0.00099084979386256,-0.276179804557992,0.487,0.519,1,"Ifitm6"
"Rin3",0.00102513671600281,0.279644194149726,0.334,0.276,1,"Rin3"
"Llph",0.00104040856544966,0.270972359045203,0.186,0.139,1,"Llph"
"Erbin",0.00104383305456776,0.311834343322143,0.179,0.134,1,"Erbin"
"Luc7l3",0.00105368367731721,0.317091775221542,0.151,0.11,1,"Luc7l3"
"Abr",0.00107187615179411,0.332802428049322,0.182,0.137,1,"Abr"
"Lrg1",0.00112065514853976,0.377978896496803,0.42,0.364,1,"Lrg1"
"Rab27a",0.00112273457125954,0.276423167715133,0.244,0.192,1,"Rab27a"
"Glyr1",0.00113924403124589,0.229158495744225,0.23,0.181,1,"Glyr1"
"Arid1a",0.00116129725367174,0.208235639845732,0.205,0.157,1,"Arid1a"
"Taok1",0.00118786283285282,0.245345814771149,0.229,0.178,1,"Taok1"
"Prdx6",0.00121430792530772,-0.223076103371252,0.566,0.606,1,"Prdx6"
"Grn",0.00121707772431049,0.239447301285882,0.238,0.187,1,"Grn"
"Lta4h",0.00123660666186225,0.377190813466353,0.257,0.212,1,"Lta4h"
"Tmem71",0.00125108842468178,0.322802296614115,0.247,0.197,1,"Tmem71"
"Gadd45a",0.00128366318396869,-0.274932633239297,0.406,0.444,1,"Gadd45a"
"Rassf3",0.00129349475941776,0.24746823636519,0.287,0.23,1,"Rassf3"
"Sos2",0.00130974362120378,0.352841097743803,0.157,0.115,1,"Sos2"
"Lnpep",0.00136682246403869,0.253579012345057,0.304,0.249,1,"Lnpep"
"Zyx",0.00138005971278028,0.264181757685744,0.49,0.431,1,"Zyx"
"Cops9",0.0014035223558584,0.200548677906101,0.353,0.297,1,"Cops9"
"Dmxl2",0.00143959471867906,0.347185290387484,0.209,0.162,1,"Dmxl2"
"Ccnl2",0.00145761779171708,0.268744925842586,0.172,0.129,1,"Ccnl2"
"Prex1",0.0014747041314445,0.380979138156044,0.189,0.145,1,"Prex1"
"Etf1",0.00147973466986604,0.334342641905496,0.26,0.21,1,"Etf1"
"Arih1",0.0015006938706817,0.205792410380346,0.198,0.151,1,"Arih1"
"4930581F22Rik",0.00151643437893087,0.374317109648129,0.158,0.116,1,"4930581F22Rik"
"Dusp11",0.00151977136962794,0.291801034245122,0.253,0.205,1,"Dusp11"
"Tcea1",0.00152237621208288,0.248338191554516,0.194,0.15,1,"Tcea1"
"Stk40",0.00152341447181689,0.381979987764333,0.151,0.111,1,"Stk40"
"Mdh2",0.00155413427462684,-0.303330363595278,0.444,0.488,1,"Mdh2"
"Eif4a2",0.00156649331007679,-0.27507088857414,0.23,0.276,1,"Eif4a2"
"Rapgef6",0.00158929058625008,0.266335934557385,0.285,0.234,1,"Rapgef6"
"Trim12a",0.00164926721018011,0.368797180344226,0.209,0.165,1,"Trim12a"
"Usp34",0.00169481902148991,0.290209750777178,0.199,0.155,1,"Usp34"
"Rpsa",0.00169995616256101,-0.200801898474325,0.856,0.863,1,"Rpsa"
"Cdc37",0.00174418515415093,0.309406909290648,0.173,0.131,1,"Cdc37"
