"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nop58",0,0.923007795703765,0.413,0.208,0,"2","Nop58"
"Btg21",0,0.631349813552364,0.918,0.714,0,"2","Btg2"
"Naxe",0,1.06111564956674,0.369,0.165,0,"2","Naxe"
"Lima1",0,0.630410285611171,0.411,0.207,0,"2","Lima1"
"Nfat5",0,0.732031374559099,0.471,0.267,0,"2","Nfat5"
"Mrpl23",0,0.554718173664392,0.554,0.351,0,"2","Mrpl23"
"Sbno2",0,1.1473137651868,0.389,0.186,0,"2","Sbno2"
"Use1",0,0.522809056810862,0.564,0.361,0,"2","Use1"
"Nek7",0,0.905628337330704,0.409,0.207,0,"2","Nek7"
"Mat2a",0,0.607274682265887,0.494,0.295,0,"2","Mat2a"
"Akr1a1",0,0.536124931721574,0.748,0.55,0,"2","Akr1a1"
"Ndufb2",0,0.518346144857656,0.541,0.344,0,"2","Ndufb2"
"Gm265321",0,0.81115767251101,0.376,0.179,0,"2","Gm26532"
"Smarca2",0,0.660920835506923,0.408,0.212,0,"2","Smarca2"
"Cpd",0,0.610035464927823,0.386,0.193,0,"2","Cpd"
"Etfa",0,0.838525318623579,0.401,0.209,0,"2","Etfa"
"Fkbp41",0,0.619668212161724,0.474,0.282,0,"2","Fkbp4"
"Anxa7",0,0.885145230918133,0.367,0.177,0,"2","Anxa7"
"Polr2f",0,0.554001491602936,0.48,0.291,0,"2","Polr2f"
"Nfic",0,0.533686020967486,0.431,0.246,0,"2","Nfic"
"Eny2",0,0.596107718095296,0.45,0.265,0,"2","Eny2"
"Trib1",0,0.994947328926331,0.366,0.181,0,"2","Trib1"
"Lman1",0,0.625286245492854,0.399,0.216,0,"2","Lman1"
"Pa2g4",0,0.719520048950296,0.406,0.224,0,"2","Pa2g4"
"Jun1",0,1.52149247123476,0.975,0.793,0,"2","Jun"
"Vezf1",0,0.712493702614019,0.395,0.214,0,"2","Vezf1"
"Prmt1",0,0.842691683541903,0.365,0.184,0,"2","Prmt1"
"Fos1",0,0.786745615355666,0.954,0.778,0,"2","Fos"
"Paics",0,0.756282243789645,0.354,0.185,0,"2","Paics"
"Rpl36a",0,0.834312360954722,0.978,0.811,0,"2","Rpl36a"
"Foxn3",0,0.555572410387981,0.362,0.198,0,"2","Foxn3"
"Prdx1",0,0.996617652213387,0.971,0.812,0,"2","Prdx1"
"Nrip1",0,0.546461081157692,0.352,0.197,0,"2","Nrip1"
"Atp5g2",0,0.56974908371946,0.945,0.8,0,"2","Atp5g2"
"Eef1b2",0,0.896362903861793,0.983,0.845,0,"2","Eef1b2"
"Rpl35",0,0.595421991725749,0.974,0.843,0,"2","Rpl35"
"Rpl31",0,0.669749567978284,0.979,0.861,0,"2","Rpl31"
"Rpl4",0,0.657120158353569,0.979,0.863,0,"2","Rpl4"
"Gpx4",0,0.947015932566152,0.966,0.865,0,"2","Gpx4"
"Rpl22",0,0.581999820442714,0.992,0.894,0,"2","Rpl22"
"Rpl12",0,0.811852891929582,0.994,0.913,0,"2","Rpl12"
"Rack1",0,0.648155034788551,0.994,0.913,0,"2","Rack1"
"Rplp0",0,1.01515216789008,0.997,0.917,0,"2","Rplp0"
"Rpl10a",0,0.831216089371142,0.995,0.925,0,"2","Rpl10a"
"Ubc1",0,0.515546381850762,0.963,0.895,0,"2","Ubc"
"Rpl10",0,0.723007974727888,0.992,0.929,0,"2","Rpl10"
"Rps2",0,0.960772814224397,0.994,0.933,0,"2","Rps2"
"Rps6",0,0.788288744303351,0.997,0.938,0,"2","Rps6"
"Rps17",0,0.648005960100381,0.993,0.934,0,"2","Rps17"
"Rpl29",0,0.586515417656717,0.99,0.932,0,"2","Rpl29"
"Naca",0,0.574831373455276,0.989,0.932,0,"2","Naca"
"Rpl14",0,0.861905837667842,0.997,0.941,0,"2","Rpl14"
"Rpl5",0,0.658430858364438,0.995,0.94,0,"2","Rpl5"
"Rpl36",0,0.595758860233695,0.997,0.946,0,"2","Rpl36"
"Rpl7a",0,0.505148781700731,0.988,0.938,0,"2","Rpl7a"
"Rps28",0,0.689217683734256,0.994,0.944,0,"2","Rps28"
"Rps26",0,0.770414320025909,0.997,0.952,0,"2","Rps26"
"Rpl3",0,0.882012335502986,0.998,0.953,0,"2","Rpl3"
"Rpl23a",0,0.627293221406127,0.996,0.955,0,"2","Rpl23a"
"Rps19",0,0.703269324900702,0.997,0.961,0,"2","Rps19"
"Rps18",0,0.872376432492063,0.996,0.96,0,"2","Rps18"
"Rps5",0,0.854505908772081,0.996,0.964,0,"2","Rps5"
"Rpl18",0,0.686248864202749,0.998,0.966,0,"2","Rpl18"
"Rpl6",0,0.795821477558519,0.998,0.967,0,"2","Rpl6"
"Rps21",0,0.633209942220228,0.998,0.969,0,"2","Rps21"
"Rps15",0,0.547251883644188,0.997,0.968,0,"2","Rps15"
"Rps20",0,0.631801453502297,0.998,0.97,0,"2","Rps20"
"Rps3",0,0.615550467447236,0.998,0.971,0,"2","Rps3"
"Rpl37",0,0.610027847174867,0.997,0.97,0,"2","Rpl37"
"Rpl13a",0,0.591950094703744,0.998,0.972,0,"2","Rpl13a"
"Rps4x",0,0.674735643786413,0.998,0.972,0,"2","Rps4x"
"Rplp2",0,0.512349458236564,0.998,0.974,0,"2","Rplp2"
"Rpl7",0,0.661855655925032,0.997,0.974,0,"2","Rpl7"
"Rpl32",0,0.67526765958949,0.998,0.975,0,"2","Rpl32"
"Rpl11",0,0.670487031191786,0.999,0.977,0,"2","Rpl11"
"Rpl18a",0,0.573597615894386,0.998,0.977,0,"2","Rpl18a"
"Rpsa",0,0.530164348472597,0.997,0.976,0,"2","Rpsa"
"Rpl15",0,0.555269870398238,0.996,0.975,0,"2","Rpl15"
"Rpl17",0,0.620073778028907,0.998,0.979,0,"2","Rpl17"
"Rps7",0,0.590303288481431,0.997,0.979,0,"2","Rps7"
"Rpl8",0,0.728486387591824,0.999,0.981,0,"2","Rpl8"
"Rps16",0,0.567204471648853,0.998,0.981,0,"2","Rps16"
"Rpl27a",0,0.618058125857352,0.999,0.983,0,"2","Rpl27a"
"Rpl21",0,0.600247109068631,0.999,0.986,0,"2","Rpl21"
"Rpl28",0,0.855790262593429,0.999,0.986,0,"2","Rpl28"
"Rplp1",0,0.884955176049546,0.999,0.986,0,"2","Rplp1"
"Rpl26",0,0.699675677560164,0.999,0.986,0,"2","Rpl26"
"Rpl24",0,0.632137178952967,0.999,0.986,0,"2","Rpl24"
"Rps10",0,0.629211494273946,0.999,0.986,0,"2","Rps10"
"Rps3a1",0,0.603899519856735,0.999,0.987,0,"2","Rps3a1"
"Eef1a1",0,0.775847122999747,1,0.989,0,"2","Eef1a1"
"Rpl13",0,0.969780075019919,1,0.99,0,"2","Rpl13"
"Rpl19",0,0.561045532658467,0.999,0.989,0,"2","Rpl19"
"Rps12",0,0.745532624466985,0.997,0.988,0,"2","Rps12"
"Rpl30",0,0.68648641443778,0.998,0.989,0,"2","Rpl30"
"Rpl9",0,0.640246704522317,0.998,0.99,0,"2","Rpl9"
"Rps14",0,0.582698891961872,0.999,0.991,0,"2","Rps14"
"Rpl23",0,0.665608681382479,0.999,0.992,0,"2","Rpl23"
"Rps8",0,0.951914648343996,0.999,0.993,0,"2","Rps8"
"Tpt1",0,0.553042205764624,1,0.999,0,"2","Tpt1"
"Polr2e",1.44810640796069e-319,0.556099258612243,0.419,0.248,3.63894659256443e-315,"2","Polr2e"
"Naa38",9.35276099483832e-317,0.711960223102788,0.397,0.221,2.35025531039292e-312,"2","Naa38"
"Trim44",2.41714053082792e-316,0.526850317455485,0.396,0.234,6.07403243991748e-312,"2","Trim44"
"Anapc13",2.89261460652352e-313,0.547520835875396,0.527,0.334,7.26885124473295e-309,"2","Anapc13"
"Eif1a",2.58338221356533e-310,0.697349567934145,0.379,0.209,6.49178116446831e-306,"2","Eif1a"
"Atraid",6.07751802019627e-306,0.571574398437187,0.416,0.246,1.52721950329512e-301,"2","Atraid"
"Hsd17b10",1.93814812634298e-304,0.674851503671118,0.372,0.207,4.87037242668728e-300,"2","Hsd17b10"
"Lsm8",1.27467662621877e-297,0.797980368091322,0.384,0.21,3.20313489402514e-293,"2","Lsm8"
"Churc1",7.05461351876943e-294,0.606481204300173,0.36,0.205,1.77275383113157e-289,"2","Churc1"
"Nt5c",7.08004061573561e-292,0.722107168335817,0.373,0.207,1.7791434063282e-287,"2","Nt5c"
"Fam173a",2.93016700554378e-289,0.623431090532582,0.371,0.213,7.36321666823097e-285,"2","Fam173a"
"Aamp",4.45702789897523e-281,0.538605329763607,0.431,0.265,1.12000654073348e-276,"2","Aamp"
"Pdha1",8.3915894290593e-280,0.680682183431457,0.352,0.196,2.10872250762831e-275,"2","Pdha1"
"Ndufs31",4.94279035840559e-271,0.554006197012268,0.442,0.273,1.24207378916374e-266,"2","Ndufs3"
"Srp72",9.8767323894474e-263,0.522174953022956,0.39,0.238,2.48192408214424e-258,"2","Srp72"
"Tmem147",2.21672485992671e-256,0.645701958344552,0.363,0.21,5.57040790050982e-252,"2","Tmem147"
"Gm42418",2.15222742055614e-245,0.528714351022863,0.965,0.968,5.40833228511553e-241,"2","Gm42418"
"Mrpl14",2.79998745337047e-242,0.506405210813345,0.437,0.279,7.03608847157465e-238,"2","Mrpl14"
"Mrpl24",1.28687734633584e-236,0.579666418756088,0.39,0.238,3.23379408360734e-232,"2","Mrpl24"
"2900097C17Rik",1.2118486311544e-230,0.515018188424655,0.4,0.251,3.04525442522788e-226,"2","2900097C17Rik"
"Rnf10",4.32656963212249e-225,0.535805362622663,0.373,0.23,1.08722368285606e-220,"2","Rnf10"
"Bex31",5.09633909686676e-210,0.720924464650476,0.378,0.249,1.28065905165165e-205,"2","Bex3"
"Coq10b",5.70621683952567e-199,0.54131750435217,0.402,0.258,1.43391522960441e-194,"2","Coq10b"
"Eif6",1.27142785361155e-194,0.627831139569282,0.36,0.221,3.19497105334047e-190,"2","Eif6"
"Obp1a",5.39978689856194e-143,0.531270238631202,0.354,0.232,1.35691244973963e-138,"2","Obp1a"
"Ctss1",0,2.18274333855641,0.971,0.212,0,"3","Ctss"
"Ms4a6c1",0,4.18442838253636,0.834,0.089,0,"3","Ms4a6c"
"Tyrobp1",0,2.04942779360822,0.975,0.245,0,"3","Tyrobp"
"Fcer1g1",0,2.23990414700631,0.95,0.24,0,"3","Fcer1g"
"S100a4",0,3.72967827913902,0.807,0.101,0,"3","S100a4"
"Alox5ap1",0,2.46690578859784,0.848,0.155,0,"3","Alox5ap"
"Napsa",0,3.40165378979526,0.762,0.087,0,"3","Napsa"
"Cybb1",0,2.68002246823987,0.831,0.162,0,"3","Cybb"
"Gm2a1",0,3.18055498840381,0.81,0.143,0,"3","Gm2a"
"Lsp1",0,2.75868548819277,0.892,0.226,0,"3","Lsp1"
"Plbd11",0,3.32869963335569,0.756,0.091,0,"3","Plbd1"
"Mpeg11",0,2.91518228365328,0.781,0.117,0,"3","Mpeg1"
"Spi11",0,2.48953697531406,0.814,0.16,0,"3","Spi1"
"Lgals31",0,2.55392096283696,0.873,0.224,0,"3","Lgals3"
"Laptm51",0,1.8477091771748,0.937,0.289,0,"3","Laptm5"
"Plac8",0,4.32511375463606,0.77,0.134,0,"3","Plac8"
"Coro1a",0,1.96189065675539,0.929,0.296,0,"3","Coro1a"
"Ptprc",0,1.67140710270983,0.926,0.301,0,"3","Ptprc"
"Ifi301",0,3.17309064711821,0.797,0.172,0,"3","Ifi30"
"Fxyd51",0,1.79865943212447,0.895,0.275,0,"3","Fxyd5"
"Pld41",0,2.92964685807414,0.706,0.089,0,"3","Pld4"
"Ly861",0,1.95653926257253,0.762,0.146,0,"3","Ly86"
"Il1b1",0,1.14406329648509,0.772,0.16,0,"3","Il1b"
"Samhd1",0,2.83080196056191,0.828,0.226,0,"3","Samhd1"
"Ccr2",0,4.01411322004513,0.653,0.057,0,"3","Ccr2"
"Cd52",0,1.46017818631093,0.98,0.39,0,"3","Cd52"
"Plek1",0,1.68085358826619,0.781,0.196,0,"3","Plek"
"Crip1",0,2.67258000084811,0.899,0.316,0,"3","Crip1"
"Cytip",0,2.50787377756023,0.73,0.148,0,"3","Cytip"
"Ctsh1",0,1.98968357120063,0.812,0.235,0,"3","Ctsh"
"Cyba1",0,1.96675087889678,0.965,0.389,0,"3","Cyba"
"Ctsz1",0,1.8962968584565,0.832,0.26,0,"3","Ctsz"
"Psmb81",0,2.0022822780032,0.872,0.304,0,"3","Psmb8"
"Lyz21",0,3.01344502421115,0.789,0.222,0,"3","Lyz2"
"Srgn",0,1.25933516460811,0.942,0.383,0,"3","Srgn"
"Ms4a4c",0,4.66073797620258,0.608,0.05,0,"3","Ms4a4c"
"Zeb21",0,2.1822572748909,0.734,0.179,0,"3","Zeb2"
"Itga4",0,2.73559504140804,0.687,0.133,0,"3","Itga4"
"Emp3",0,2.1837327784359,0.786,0.234,0,"3","Emp3"
"Lyn1",0,2.1210470332263,0.741,0.192,0,"3","Lyn"
"Fam49b1",0,2.00365267764256,0.795,0.248,0,"3","Fam49b"
"Vim",0,2.0268405658845,0.829,0.283,0,"3","Vim"
"Ccl6",0,2.49889440668414,0.618,0.075,0,"3","Ccl6"
"Lst11",0,2.43909113990995,0.692,0.153,0,"3","Lst1"
"H2-DMa1",0,2.48076085617307,0.684,0.147,0,"3","H2-DMa"
"Pim1",0,1.68520644122472,0.821,0.285,0,"3","Pim1"
"Wfdc171",0,2.41047312044747,0.63,0.095,0,"3","Wfdc17"
"Npc21",0,2.23495244025616,0.896,0.364,0,"3","Npc2"
"Cd741",0,1.86275494991721,0.841,0.311,0,"3","Cd74"
"Unc93b11",0,1.60852393641582,0.725,0.198,0,"3","Unc93b1"
"Lcp11",0,1.10328206446617,0.849,0.327,0,"3","Lcp1"
"Itgb2",0,2.36558711773149,0.641,0.123,0,"3","Itgb2"
"Ifitm6",0,2.24085786678562,0.558,0.045,0,"3","Ifitm6"
"Ctsc1",0,1.58257606877812,0.691,0.178,0,"3","Ctsc"
"Snx20",0,2.21143457768678,0.626,0.115,0,"3","Snx20"
"Ifi2071",0,3.09955146456006,0.585,0.075,0,"3","Ifi207"
"Cd681",0,2.24495245381469,0.605,0.095,0,"3","Cd68"
"Rnase6",0,3.4471916331463,0.562,0.054,0,"3","Rnase6"
"Arhgdib",0,1.03857198089316,0.871,0.364,0,"3","Arhgdib"
"Evi2a1",0,2.69325148412972,0.596,0.089,0,"3","Evi2a"
"Slfn2",0,2.13003727048841,0.709,0.203,0,"3","Slfn2"
"Rel1",0,2.02691694557066,0.698,0.199,0,"3","Rel"
"Irf5",0,3.27743490079552,0.552,0.056,0,"3","Irf5"
"Ptpn61",0,1.79595554178622,0.684,0.188,0,"3","Ptpn6"
"Ifi27l2a",0,2.00267645438006,0.783,0.288,0,"3","Ifi27l2a"
"Cd531",0,1.81180706745587,0.675,0.182,0,"3","Cd53"
"Slfn5",0,2.815551900434,0.602,0.112,0,"3","Slfn5"
"Ncf21",0,1.99365547580544,0.627,0.138,0,"3","Ncf2"
"Epsti11",0,2.27782410103463,0.614,0.125,0,"3","Epsti1"
"Msn",0,1.52093050469293,0.862,0.375,0,"3","Msn"
"Fyb1",0,1.84794765612854,0.677,0.191,0,"3","Fyb"
"Cd300a",0,3.33274860049348,0.543,0.06,0,"3","Cd300a"
"Aif11",0,2.17222231298836,0.585,0.104,0,"3","Aif1"
"Tgfb11",0,2.02580116431676,0.656,0.176,0,"3","Tgfb1"
"Arpc1b1",0,1.65609347924349,0.948,0.471,0,"3","Arpc1b"
"Ms4a6b1",0,2.70978672530372,0.576,0.099,0,"3","Ms4a6b"
"Efhd21",0,1.82970004232746,0.682,0.206,0,"3","Efhd2"
"Pirb",0,2.74927939960425,0.543,0.072,0,"3","Pirb"
"H2-DMb11",0,2.97649499103339,0.568,0.097,0,"3","H2-DMb1"
"Hck1",0,2.69439784521714,0.556,0.086,0,"3","Hck"
"Prkcd1",0,2.50475474073454,0.587,0.118,0,"3","Prkcd"
"Cyth41",0,1.98857193039975,0.601,0.134,0,"3","Cyth4"
"Csf2ra1",0,2.410855426983,0.559,0.093,0,"3","Csf2ra"
"Ptpn181",0,1.16211380086793,0.769,0.305,0,"3","Ptpn18"
"Zyx",0,2.28946245026021,0.603,0.139,0,"3","Zyx"
"Syngr21",0,2.58072508194809,0.613,0.15,0,"3","Syngr2"
"Selplg",0,1.71915522136831,0.603,0.141,0,"3","Selplg"
"Gngt21",0,2.80329990546319,0.592,0.131,0,"3","Gngt2"
"Clec4a3",0,4.03165081297888,0.5,0.04,0,"3","Clec4a3"
"Csf1r1",0,1.64364336585038,0.568,0.109,0,"3","Csf1r"
"Ly6c2",0,3.62897395773601,0.528,0.071,0,"3","Ly6c2"
"Adgre5",0,2.61899196300922,0.558,0.103,0,"3","Adgre5"
"S100a61",0,0.532074299301958,0.917,0.462,0,"3","S100a6"
"Cd44",0,2.26755355428899,0.572,0.118,0,"3","Cd44"
"Psmb9",0,2.03270443324485,0.633,0.18,0,"3","Psmb9"
"Arhgap30",0,1.85560745202097,0.596,0.143,0,"3","Arhgap30"
"Cd831",0,1.93197301863444,0.56,0.108,0,"3","Cd83"
"Apbb1ip1",0,1.87328265592474,0.61,0.158,0,"3","Apbb1ip"
"Rap1b1",0,1.73865438864657,0.815,0.363,0,"3","Rap1b"
"Hcls11",0,1.7897218558079,0.608,0.156,0,"3","Hcls1"
"Ier51",0,1.20932180412629,0.766,0.318,0,"3","Ier5"
"Msrb1",0,1.73589182717693,0.638,0.191,0,"3","Msrb1"
"Tln11",0,1.66417627651994,0.88,0.434,0,"3","Tln1"
"Gpx11",0,2.13344644017612,0.967,0.522,0,"3","Gpx1"
"Gmfg",0,1.11445924471889,0.664,0.22,0,"3","Gmfg"
"Lilrb4a1",0,1.9606121447776,0.573,0.131,0,"3","Lilrb4a"
"Grn1",0,1.64630139596884,0.66,0.221,0,"3","Grn"
"Cd300c21",0,1.98069181774386,0.543,0.105,0,"3","Cd300c2"
"Dock101",0,2.07720177149098,0.559,0.122,0,"3","Dock10"
"Ifitm31",0,2.42327992763935,0.911,0.475,0,"3","Ifitm3"
"Skap21",0,1.70059765995922,0.615,0.179,0,"3","Skap2"
"H2-T23",0,1.50375392719417,0.691,0.255,0,"3","H2-T23"
"Filip1l",0,1.93638655255381,0.558,0.123,0,"3","Filip1l"
"Ifi2041",0,3.60449858452552,0.504,0.069,0,"3","Ifi204"
"Fgr",0,3.02212078073786,0.481,0.049,0,"3","Fgr"
"H2-Aa1",0,2.05142417411587,0.631,0.199,0,"3","H2-Aa"
"Cd481",0,2.09536709214844,0.542,0.111,0,"3","Cd48"
"Lgals1",0,1.23269574945279,0.612,0.181,0,"3","Lgals1"
"Tgfbi1",0,2.80264344022109,0.53,0.102,0,"3","Tgfbi"
"H2-Ab11",0,2.20391690636403,0.635,0.207,0,"3","H2-Ab1"
"Ccl9",0,3.35830227245245,0.47,0.042,0,"3","Ccl9"
"Psme1",0,1.51454278633084,0.847,0.42,0,"3","Psme1"
"Ifngr11",0,1.51647260651562,0.655,0.229,0,"3","Ifngr1"
"Arpc5",0,1.24737632752127,0.864,0.44,0,"3","Arpc5"
"Ahnak1",0,1.74256034919828,0.728,0.304,0,"3","Ahnak"
"Rassf4",0,2.35285072125839,0.554,0.133,0,"3","Rassf4"
"Actr31",0,1.44962696993557,0.909,0.492,0,"3","Actr3"
"Flna",0,1.74559386753331,0.621,0.207,0,"3","Flna"
"Stk17b",0,1.06258960526131,0.665,0.252,0,"3","Stk17b"
"Cdkn1a",0,2.05642521868258,0.672,0.259,0,"3","Cdkn1a"
"Pitpna",0,1.53980062136518,0.777,0.365,0,"3","Pitpna"
"Rac2",0,0.606789743545151,0.663,0.251,0,"3","Rac2"
"Bst21",0,1.79419575349518,0.641,0.23,0,"3","Bst2"
"Nr4a1",0,1.33439408074821,0.78,0.369,0,"3","Nr4a1"
"Capza21",0,1.53142298126863,0.848,0.44,0,"3","Capza2"
"Csf2rb",0,2.37710206501446,0.48,0.072,0,"3","Csf2rb"
"Rap1a",0,1.55002823391263,0.755,0.352,0,"3","Rap1a"
"Cotl11",0,1.06368226908041,0.731,0.328,0,"3","Cotl1"
"Mndal",0,2.08129463872507,0.559,0.157,0,"3","Mndal"
"Glud1",0,1.68731104631524,0.69,0.288,0,"3","Glud1"
"Clec12a1",0,2.12543557719112,0.49,0.09,0,"3","Clec12a"
"Ucp21",0,1.3621233620558,0.874,0.474,0,"3","Ucp2"
"Ifi209",0,2.97606241229547,0.475,0.076,0,"3","Ifi209"
"Gng10",0,2.01424114327673,0.579,0.18,0,"3","Gng10"
"Sp100",0,1.56642436286003,0.594,0.196,0,"3","Sp100"
"Psmb10",0,1.85791793494648,0.583,0.185,0,"3","Psmb10"
"H2-Eb11",0,1.99007476310834,0.588,0.19,0,"3","H2-Eb1"
"Trim30a",0,2.23267786388238,0.506,0.109,0,"3","Trim30a"
"Tspo",0,1.81498317331927,0.797,0.4,0,"3","Tspo"
"Irf81",0,2.30661387132275,0.541,0.145,0,"3","Irf8"
"Pip4k2a1",0,2.00845048743757,0.532,0.138,0,"3","Pip4k2a"
"Mcl11",0,1.17360794170959,0.933,0.539,0,"3","Mcl1"
"Sat12",0,1.54470910378952,0.823,0.429,0,"3","Sat1"
"Plekho2",0,2.30312912319213,0.479,0.086,0,"3","Plekho2"
"Gnai21",0,0.978764516799144,0.935,0.543,0,"3","Gnai2"
"Abracl",0,1.2682395050893,0.665,0.273,0,"3","Abracl"
"Ikbkb",0,2.04369262553679,0.54,0.149,0,"3","Ikbkb"
"Phf11b",0,3.58848360713271,0.444,0.053,0,"3","Phf11b"
"9930111J21Rik21",0,1.71848991718196,0.529,0.14,0,"3","9930111J21Rik2"
"Slc15a31",0,1.74224123420047,0.496,0.107,0,"3","Slc15a3"
"AI662270",0,2.30490899565766,0.474,0.085,0,"3","AI662270"
"Pycard2",0,1.61458201122179,0.596,0.209,0,"3","Pycard"
"Zbp1",0,3.12226219174439,0.456,0.07,0,"3","Zbp1"
"Cbfa2t3",0,2.75883824712977,0.461,0.076,0,"3","Cbfa2t3"
"Ifi203",0,2.06647557731019,0.542,0.158,0,"3","Ifi203"
"Nrros",0,2.69785244670398,0.447,0.063,0,"3","Nrros"
"Ostf1",0,0.942174328925002,0.747,0.365,0,"3","Ostf1"
"Mob1a1",0,1.57209474094747,0.582,0.201,0,"3","Mob1a"
"Traf1",0,3.2620862575989,0.437,0.057,0,"3","Traf1"
"Actr2",0,1.19702544122051,0.763,0.383,0,"3","Actr2"
"Bach1",0,2.37903133954692,0.493,0.113,0,"3","Bach1"
"Stat1",0,1.91894656541147,0.544,0.165,0,"3","Stat1"
"Rhog1",0,1.5874260357865,0.538,0.159,0,"3","Rhog"
"Nfam1",0,2.14026549708025,0.462,0.083,0,"3","Nfam1"
"Fermt31",0,1.67815496126791,0.514,0.135,0,"3","Fermt3"
"Tagln2",0,1.56417459462914,0.686,0.308,0,"3","Tagln2"
"Pid1",0,2.65356579811331,0.452,0.074,0,"3","Pid1"
"BC028528",0,2.54400232299914,0.444,0.066,0,"3","BC028528"
"Capzb",0,1.21002850342253,0.821,0.443,0,"3","Capzb"
"Samsn1",0,1.86798765276305,0.503,0.126,0,"3","Samsn1"
"Cmtm71",0,1.29705007608649,0.571,0.194,0,"3","Cmtm7"
"Itgam",0,1.72300986662926,0.482,0.106,0,"3","Itgam"
"Myo1g",0,3.46994953140685,0.418,0.042,0,"3","Myo1g"
"Gpr141",0,4.78364345678283,0.393,0.017,0,"3","Gpr141"
"Ptpre1",0,1.74561319350821,0.526,0.152,0,"3","Ptpre"
"Dock2",0,1.52697370080557,0.516,0.142,0,"3","Dock2"
"Gnb2",0,0.982447384555254,0.817,0.445,0,"3","Gnb2"
"Otulinl1",0,2.01077290995613,0.469,0.098,0,"3","Otulinl"
"Tpm4",0,1.00513252177714,0.688,0.317,0,"3","Tpm4"
"Tnfrsf1b",0,2.91304458596968,0.434,0.064,0,"3","Tnfrsf1b"
"Ptpn1",0,1.6376688768597,0.678,0.309,0,"3","Ptpn1"
"Mapkapk2",0,2.16751194973083,0.493,0.124,0,"3","Mapkapk2"
"Ifitm2",0,1.43267175207571,0.839,0.47,0,"3","Ifitm2"
"Psme2",0,1.60034223987328,0.709,0.34,0,"3","Psme2"
"Slamf7",0,2.84805259869794,0.439,0.071,0,"3","Slamf7"
"Rgs101",0,1.15497730444546,0.514,0.146,0,"3","Rgs10"
"Zfp36l21",0,1.37657425944057,0.672,0.305,0,"3","Zfp36l2"
"Kctd121",0,0.721983168535016,0.617,0.25,0,"3","Kctd12"
"Tap1",0,2.36648701305545,0.468,0.102,0,"3","Tap1"
"Pou2f21",0,1.89185470246056,0.548,0.183,0,"3","Pou2f2"
"Atp6v0e",0,0.976210585533962,0.785,0.42,0,"3","Atp6v0e"
"B2m1",0,1.63588925724075,0.994,0.629,0,"3","B2m"
"Pnp1",0,2.09105565500693,0.585,0.22,0,"3","Pnp"
"Fcgr2b1",0,2.48243172982323,0.442,0.078,0,"3","Fcgr2b"
"Irf7",0,3.15912494441858,0.462,0.098,0,"3","Irf7"
"Man2b11",0,1.24645739778895,0.55,0.187,0,"3","Man2b1"
"Sirpa1",0,1.87457459367926,0.469,0.107,0,"3","Sirpa"
"Tpm31",0,1.03148486848691,0.846,0.486,0,"3","Tpm3"
"Nfkb1",0,1.78140546379207,0.517,0.157,0,"3","Nfkb1"
"Il10ra",0,2.56136801320808,0.422,0.062,0,"3","Il10ra"
"Cdk2ap2",0,1.4087328171397,0.64,0.28,0,"3","Cdk2ap2"
"Arhgdia1",0,1.07572851048914,0.693,0.333,0,"3","Arhgdia"
"Ccdc121",0,1.30196550668164,0.676,0.317,0,"3","Ccdc12"
"H2-K11",0,1.17643408878585,0.968,0.61,0,"3","H2-K1"
"Rac11",0,1.07380111091013,0.752,0.395,0,"3","Rac1"
"Taok3",0,1.7338062165281,0.493,0.137,0,"3","Taok3"
"Nme21",0,0.962353458300321,0.893,0.537,0,"3","Nme2"
"Zfp361",0,0.678275282883078,0.877,0.522,0,"3","Zfp36"
"Erp291",0,1.10601778118616,0.76,0.411,0,"3","Erp29"
"Grb21",0,1.1537295231553,0.651,0.303,0,"3","Grb2"
"Pmaip1",0,2.36305980951557,0.429,0.081,0,"3","Pmaip1"
"Anxa21",0,0.976722305649424,0.687,0.34,0,"3","Anxa2"
"Marcks1",0,0.83537533525176,0.694,0.347,0,"3","Marcks"
"Gpsm3",0,1.27341988966731,0.489,0.142,0,"3","Gpsm3"
"Tor1aip11",0,1.41399603845838,0.617,0.271,0,"3","Tor1aip1"
"H2-D11",0,1.53821085649446,0.993,0.647,0,"3","H2-D1"
"Asah11",0,1.33257981548614,0.539,0.195,0,"3","Asah1"
"Grk2",0,1.31443087940784,0.516,0.172,0,"3","Grk2"
"Clec4a1",0,4.13115749460945,0.365,0.021,0,"3","Clec4a1"
"Diaph1",0,1.41884145675657,0.59,0.246,0,"3","Diaph1"
"Trib11",0,1.34984266404004,0.511,0.168,0,"3","Trib1"
"Ifi211",0,4.39118220343766,0.369,0.028,0,"3","Ifi211"
"Tep1",0,2.79467573666685,0.403,0.064,0,"3","Tep1"
"Ncf11",0,0.923615747702728,0.476,0.137,0,"3","Ncf1"
"Plekho11",0,1.89627076082942,0.435,0.098,0,"3","Plekho1"
"Runx3",0,2.0847489301915,0.423,0.086,0,"3","Runx3"
"Tmed5",0,1.31129977364104,0.576,0.239,0,"3","Tmed5"
"Akap13",0,0.985191127557845,0.681,0.345,0,"3","Akap13"
"Myadm",0,1.90838716376495,0.438,0.102,0,"3","Myadm"
"Stap11",0,1.03989621885456,0.49,0.154,0,"3","Stap1"
"Celf21",0,1.11058717497577,0.559,0.224,0,"3","Celf2"
