"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Cd3e",0,10.3331935410609,0.516,0.001,0,"Cd3e"
"Gimap1",0,3.27969548812589,0.573,0.059,0,"Gimap1"
"Rgs1",0,2.23587720413865,0.613,0.106,0,"Rgs1"
"Ltb",0,3.12924325993619,0.591,0.084,0,"Ltb"
"Laptm5",0,1.11523471908356,0.823,0.317,0,"Laptm5"
"Arhgdib",0,1.40879463804155,0.879,0.379,0,"Arhgdib"
"Txk",0,7.19637773596979,0.503,0.007,0,"Txk"
"Stk17b",0,1.58300962743318,0.754,0.259,0,"Stk17b"
"Trbc1",0,10.1629189370695,0.487,0.001,0,"Trbc1"
"Klrd1",0,5.03949952039578,0.507,0.024,0,"Klrd1"
"Sh2d2a",0,7.03113617697249,0.478,0.004,0,"Sh2d2a"
"Srgn",0,0.631475829495017,0.878,0.405,0,"Srgn"
"Tnfaip3",0,2.40484067938633,0.59,0.121,0,"Tnfaip3"
"Psmb8",0,1.6562887974569,0.794,0.328,0,"Psmb8"
"Cd2",0,4.25684635430988,0.482,0.027,0,"Cd2"
"Thy1",0,5.77104417576276,0.466,0.012,0,"Thy1"
"Dusp5",0,2.20186810561473,0.63,0.179,0,"Dusp5"
"Lat",0,8.24827788788109,0.453,0.003,0,"Lat"
"Ccnd2",0,1.73167171788846,0.694,0.244,0,"Ccnd2"
"Epsti1",0,2.55273345117912,0.591,0.142,0,"Epsti1"
"Runx3",0,2.98627273307487,0.536,0.089,0,"Runx3"
"Gimap5",0,4.06721091499511,0.477,0.031,0,"Gimap5"
"Rinl",0,4.00330446177211,0.486,0.041,0,"Rinl"
"Trac",0,9.08191557003937,0.435,0.002,0,"Trac"
"Ms4a6b",0,2.70623306699764,0.548,0.116,0,"Ms4a6b"
"Lgals1",0,2.16089840310335,0.626,0.194,0,"Lgals1"
"Klrk1",0,5.01028283581779,0.464,0.033,0,"Klrk1"
"Ablim1",0,2.23964850886125,0.55,0.121,0,"Ablim1"
"Itk",0,7.47090491562777,0.431,0.003,0,"Itk"
"Zfp36l2",0,1.86829540912165,0.739,0.312,0,"Zfp36l2"
"Dock2",0,2.19973727224261,0.576,0.15,0,"Dock2"
"Lcp1",0,1.03504317060351,0.771,0.349,0,"Lcp1"
"Gzmb",0,8.78731355379987,0.423,0.002,0,"Gzmb"
"Crip1",0,0.568883301818918,0.762,0.344,0,"Crip1"
"Icos",0,9.74571491003017,0.412,0.001,0,"Icos"
"Lsp1",0,0.83254855945012,0.668,0.262,0,"Lsp1"
"Fyb",0,1.02185109990553,0.617,0.211,0,"Fyb"
"Sp100",0,1.84213952151,0.61,0.207,0,"Sp100"
"Stat4",0,3.8076826327086,0.435,0.034,0,"Stat4"
"Tnfrsf18",0,5.3341678968846,0.414,0.018,0,"Tnfrsf18"
"Nabp1",0,2.53762541264021,0.523,0.128,0,"Nabp1"
"Satb1",0,2.97283130620793,0.47,0.076,0,"Satb1"
"Cytip",0,1.3443815103015,0.561,0.178,0,"Cytip"
"Ugcg",0,3.12322071833062,0.475,0.098,0,"Ugcg"
"H2-K1",0,1.84178502716502,0.992,0.619,0,"H2-K1"
"Neurl3",0,1.99917453876266,0.523,0.151,0,"Neurl3"
"Itgal",0,2.31330000685139,0.447,0.078,0,"Itgal"
"Arhgap45",0,2.09803151201895,0.489,0.121,0,"Arhgap45"
"Cxcr6",0,9.90397967112936,0.367,0.001,0,"Cxcr6"
"Fasl",0,9.94869655773454,0.366,0.001,0,"Fasl"
"Fyn",0,2.71062461207036,0.444,0.083,0,"Fyn"
"Mbnl1",0,1.55860377613389,0.829,0.468,0,"Mbnl1"
"Jak1",0,1.71563462709603,0.752,0.392,0,"Jak1"
"Id2",0,1.91397437809864,0.595,0.235,0,"Id2"
"Sept6",0,2.70361357672274,0.442,0.082,0,"Sept6"
"Limd2",0,1.54247398477956,0.587,0.228,0,"Limd2"
"B2m",0,1.18658988203181,0.997,0.64,0,"B2m"
"Ahnak",0,1.07267954415694,0.677,0.321,0,"Ahnak"
"S100a4",0,1.80750155578773,0.498,0.145,0,"S100a4"
"Serpinb9",0,4.34888606734788,0.393,0.044,0,"Serpinb9"
"Ifi203",0,1.66961693051659,0.52,0.171,0,"Ifi203"
"Tut4",0,1.7286267418172,0.607,0.258,0,"Tut4"
"Msn",0,0.883183569264385,0.746,0.398,0,"Msn"
"Cd37",0,0.934961122101643,0.512,0.166,0,"Cd37"
"Mndal",0,1.60808911576704,0.518,0.173,0,"Mndal"
"Cd53",0,1.39098632191708,0.549,0.206,0,"Cd53"
"Smad7",0,1.99407951365453,0.5,0.159,0,"Smad7"
"Rgs2",0,1.16657587634531,0.627,0.287,0,"Rgs2"
"P2ry10",0,3.12481674254045,0.38,0.04,0,"P2ry10"
"Anxa6",0,2.3810820486029,0.449,0.112,0,"Anxa6"
"Dock10",0,1.80278004081081,0.476,0.142,0,"Dock10"
"H2-D1",0,1.31158814513913,0.992,0.658,0,"H2-D1"
"Il7r",0,4.36252244068034,0.366,0.033,0,"Il7r"
"Bcl2",0,2.75584064950263,0.459,0.127,0,"Bcl2"
"Itgb7",0,3.07079403212534,0.387,0.055,0,"Itgb7"
"D16Ertd472e",0,2.73109982060813,0.417,0.085,0,"D16Ertd472e"
"Akap13",0,1.35618668139742,0.685,0.356,0,"Akap13"
"Rapgef6",0,1.93534825751068,0.506,0.18,0,"Rapgef6"
"Tmsb10",0,1.8124616002222,0.987,0.661,0,"Tmsb10"
"Malt1",0,1.88119216515565,0.458,0.133,0,"Malt1"
"Spn",0,2.92841315768114,0.374,0.05,0,"Spn"
"Psme1",0,1.18957241360224,0.764,0.44,0,"Psme1"
"Gmfg",0,0.922122668042667,0.563,0.241,0,"Gmfg"
"Cnn2",0,1.48171073996987,0.529,0.21,0,"Cnn2"
"Traf1",0,2.39217507408095,0.387,0.072,0,"Traf1"
"Itga4",0,1.82518661176798,0.477,0.165,0,"Itga4"
"Celf2",0,1.44907882139702,0.546,0.235,0,"Celf2"
"Tagln2",0,1.11234671390779,0.634,0.323,0,"Tagln2"
"Slfn2",0,1.10541970498731,0.54,0.231,0,"Slfn2"
"Tspo",0,0.989740561689798,0.726,0.418,0,"Tspo"
"Cd48",0,1.87344829425187,0.439,0.132,0,"Cd48"
"Abracl",0,1.54455527762003,0.597,0.29,0,"Abracl"
"Dennd4a",0,1.49067620442477,0.542,0.236,0,"Dennd4a"
"Arhgef1",0,1.59397026438546,0.477,0.177,0,"Arhgef1"
"Leprotl1",0,1.57291515064417,0.547,0.251,0,"Leprotl1"
"Ccr2",0,1.64439520468219,0.389,0.094,0,"Ccr2"
"Arhgap30",0,1.40012248334469,0.461,0.167,0,"Arhgap30"
"Sp110",0,1.88935744728951,0.409,0.119,0,"Sp110"
"Emp3",0,0.984470778871454,0.555,0.267,0,"Emp3"
"Tln1",0,0.925966214285799,0.746,0.458,0,"Tln1"
"B4galnt1",0,2.2347996217717,0.38,0.093,0,"B4galnt1"
"Ccr5",0,2.49321368936792,0.366,0.079,0,"Ccr5"
"Pdcd4",0,1.26061575932805,0.592,0.305,0,"Pdcd4"
"Ankrd44",0,1.7753140401421,0.425,0.14,0,"Ankrd44"
"Sh3bgrl3",0,1.07980190225654,0.934,0.656,0,"Sh3bgrl3"
"Arpc1b",0,0.600817755876816,0.776,0.498,0,"Arpc1b"
"Cotl1",0,1.11078312793669,0.624,0.348,0,"Cotl1"
"Itgb2",0,1.32347926082382,0.43,0.154,0,"Itgb2"
"Myh9",0,1.12973277252185,0.706,0.432,0,"Myh9"
"Tes",0,2.07417024480268,0.368,0.096,0,"Tes"
"Psmb9",0,1.26347332647754,0.477,0.205,0,"Psmb9"
"Plaat3",0,1.74328404758853,0.416,0.144,0,"Plaat3"
"Gm26917",0,1.85381130971042,0.434,0.163,0,"Gm26917"
"Ppp1r12a",0,1.32448567539698,0.568,0.297,0,"Ppp1r12a"
"Psmb10",0,1.38217536582134,0.475,0.205,0,"Psmb10"
"Bcl2l11",0,2.24268983363897,0.389,0.12,0,"Bcl2l11"
"H2-T22",0,1.77331468222477,0.408,0.139,0,"H2-T22"
"Bin2",0,1.91124162639619,0.367,0.099,0,"Bin2"
"Dnajc15",0,1.71224658690429,0.515,0.248,0,"Dnajc15"
"Gpsm3",0,1.32540295017208,0.424,0.157,0,"Gpsm3"
"Ikzf1",0,1.65017466201843,0.379,0.116,0,"Ikzf1"
"Ppp1r18",0,1.51873755481577,0.403,0.143,0,"Ppp1r18"
"Apbb1ip",0,1.09909590978235,0.442,0.183,0,"Apbb1ip"
"Gbp7",0,1.85110377672669,0.357,0.098,0,"Gbp7"
"H2-T23",0,1.02954016219992,0.538,0.279,0,"H2-T23"
"Dusp2",0,1.41169790232878,0.39,0.132,0,"Dusp2"
"Zc3hav1",0,1.71255752813548,0.425,0.167,0,"Zc3hav1"
"Itpkb",0,1.80868827688615,0.389,0.132,0,"Itpkb"
"Prex1",0,2.02051381233553,0.361,0.107,0,"Prex1"
"Sept11",0,1.7564191010392,0.387,0.133,0,"Sept11"
"Vasp",0,0.975547440164732,0.521,0.27,0,"Vasp"
"Nsd3",0,1.42023502364015,0.528,0.279,0,"Nsd3"
"Tpm4",0,1.04554780850158,0.585,0.336,0,"Tpm4"
"Slc38a1",0,1.69556903472951,0.374,0.128,0,"Slc38a1"
"Stk4",0,1.22914375909378,0.472,0.226,0,"Stk4"
"Stat1",0,1.56178417154643,0.43,0.185,0,"Stat1"
"Pycard",0,1.42343731601898,0.474,0.23,0,"Pycard"
"Fermt3",0,1.27473801438445,0.397,0.155,0,"Fermt3"
"Gpr183",0,1.76475734011532,0.355,0.113,0,"Gpr183"
"Fgl2",0,1.53566867804491,0.355,0.116,0,"Fgl2"
"Btg1",0,0.966776176529235,0.953,0.715,0,"Btg1"
"Lrrfip1",0,1.11514604941125,0.497,0.26,0,"Lrrfip1"
"Actr3",0,0.700707291295186,0.753,0.516,0,"Actr3"
"Psme2",0,1.03553483429479,0.596,0.359,0,"Psme2"
"Samsn1",0,1.19843953962353,0.381,0.146,0,"Samsn1"
"Elf1",0,1.20487013381051,0.508,0.274,0,"Elf1"
"Pik3r1",0,1.50281551905833,0.462,0.229,0,"Pik3r1"
"4930523C07Rik",0,1.23002242126395,0.41,0.178,0,"4930523C07Rik"
"Gng2",0,1.46424757000916,0.364,0.133,0,"Gng2"
"Apobec3",0,1.26239295272965,0.423,0.193,0,"Apobec3"
"Arhgap15",0,1.48797371709021,0.352,0.123,0,"Arhgap15"
"Atp11b",0,1.52726137059693,0.435,0.207,0,"Atp11b"
"Ssh2",0,1.18957166748899,0.456,0.231,0,"Ssh2"
"Fosl2",0,1.3076175964037,0.417,0.194,0,"Fosl2"
"Diaph1",0,1.14666020183293,0.486,0.263,0,"Diaph1"
"Stk24",0,1.43132904085113,0.389,0.167,0,"Stk24"
"Tpm3",0,0.904846000515318,0.727,0.505,0,"Tpm3"
"Utrn",0,1.1292336197698,0.381,0.16,0,"Utrn"
"Fnbp1",0,1.31530506767253,0.435,0.215,0,"Fnbp1"
"Arl4c",0,1.33792381829439,0.368,0.149,0,"Arl4c"
"Tle5",0,0.9438165843644,0.737,0.518,0,"Tle5"
"Ube2i",0,1.03216692294198,0.571,0.355,0,"Ube2i"
"Uba52",0,0.942749929728904,0.768,0.554,0,"Uba52"
"Ccnd3",0,1.33278009782199,0.381,0.168,0,"Ccnd3"
"Arid5a",0,1.47595830867467,0.356,0.144,0,"Arid5a"
"Ddx21",0,1.25933642831634,0.474,0.262,0,"Ddx21"
"Emb",0,1.48375189825253,0.601,0.389,0,"Emb"
"Peli1",0,1.39231533174792,0.435,0.224,0,"Peli1"
"Hcls1",0,0.825202742257411,0.394,0.185,0,"Hcls1"
"Mxd1",0,0.705189706853153,0.358,0.15,0,"Mxd1"
"Cntrl",0,1.45469282690046,0.358,0.153,0,"Cntrl"
"Srpk1",0,1.41030238850932,0.377,0.175,0,"Srpk1"
"Cyth4",0,0.853506982954566,0.366,0.164,0,"Cyth4"
"Cnot6l",0,1.19607342554465,0.431,0.233,0,"Cnot6l"
"Nme1",0,1.15174943900664,0.496,0.3,0,"Nme1"
"Pabpc1",0,0.994274202160712,0.932,0.737,0,"Pabpc1"
"Rpl22l1",0,0.996663091287636,0.858,0.666,0,"Rpl22l1"
"Vgll4",0,1.21744014387815,0.42,0.23,0,"Vgll4"
"Cd82",0,1.3928108172118,0.37,0.181,0,"Cd82"
"Odc1",0,1.72297700239782,0.371,0.186,0,"Odc1"
"Snrpg",0,0.785934125765542,0.812,0.635,0,"Snrpg"
"Eef1g",0,0.750524679448284,0.727,0.553,0,"Eef1g"
"Ankrd11",0,0.877345332903312,0.694,0.526,0,"Ankrd11"
"Clic1",0,0.802068825522232,0.823,0.657,0,"Clic1"
"Itgb1",0,1.19395671672221,0.57,0.406,0,"Itgb1"
"Arpc2",0,0.559812823225447,0.915,0.764,0,"Arpc2"
"Nrip1",0,1.3707404945301,0.351,0.203,0,"Nrip1"
"Pfn1",0,1.27093190776372,0.992,0.856,0,"Pfn1"
"Rpl36a",0,0.760798819885969,0.955,0.819,0,"Rpl36a"
"Eef1b2",0,0.860259053204656,0.977,0.851,0,"Eef1b2"
"Rpl4",0,0.734808004487483,0.971,0.868,0,"Rpl4"
"Rpl36al",0,0.584893666153955,0.947,0.844,0,"Rpl36al"
"Rpl35",0,0.585706998224719,0.95,0.85,0,"Rpl35"
"Rpl31",0,0.507963692831097,0.963,0.867,0,"Rpl31"
"Cfl1",0,0.621497339304236,0.953,0.858,0,"Cfl1"
"Rbm3",0,0.754913220495519,0.914,0.82,0,"Rbm3"
"Rpl22",0,0.746929479703736,0.991,0.897,0,"Rpl22"
"Eef2",0,0.645536319912035,0.946,0.852,0,"Eef2"
"Npm1",0,0.709988692409995,0.92,0.834,0,"Npm1"
"Rpl12",0,1.34857802927639,0.999,0.916,0,"Rpl12"
"Rack1",0,0.992078636413263,0.997,0.916,0,"Rack1"
"Rplp0",0,1.05856129048216,0.999,0.92,0,"Rplp0"
"Sub1",0,0.701388520608769,0.935,0.859,0,"Sub1"
"Serbp1",0,0.565102609379576,0.926,0.853,0,"Serbp1"
"Rpl10a",0,0.823364212877333,0.994,0.927,0,"Rpl10a"
"Rps2",0,0.850999144225185,0.997,0.935,0,"Rps2"
"Rpl29",0,0.906625279837288,0.994,0.934,0,"Rpl29"
"Rps6",0,0.878286439264281,0.998,0.94,0,"Rps6"
"Rpl5",0,0.930413409144348,1,0.942,0,"Rpl5"
"Rpl14",0,0.742525217101738,0.998,0.943,0,"Rpl14"
"Rps28",0,0.729219388810186,0.997,0.946,0,"Rps28"
"Rpl36",0,0.972189831780692,0.998,0.947,0,"Rpl36"
"Rpl7a",0,0.541030233989987,0.984,0.94,0,"Rpl7a"
"Rpl3",0,0.836176450683213,0.999,0.955,0,"Rpl3"
"Rps26",0,0.657534927525922,0.997,0.954,0,"Rps26"
"Rpl23a",0,0.840611547869095,0.998,0.956,0,"Rpl23a"
"Rpl39",0,0.994383337768954,0.999,0.957,0,"Rpl39"
"Rps18",0,1.14662531633792,1,0.961,0,"Rps18"
"Rps19",0,0.737453800947784,0.999,0.962,0,"Rps19"
"Rps5",0,0.903863032695522,1,0.965,0,"Rps5"
"Rpl18",0,1.06521127147671,1,0.967,0,"Rpl18"
"Rpl38",0,0.994017440476315,0.999,0.967,0,"Rpl38"
"Rpl35a",0,0.708351267783682,1,0.968,0,"Rpl35a"
"Rpl6",0,0.682485079371148,0.999,0.968,0,"Rpl6"
"Rps15a",0,1.41313551288043,1,0.969,0,"Rps15a"
"Rps15",0,0.75784390231619,0.999,0.969,0,"Rps15"
"Rpl27",0,1.13193790140214,1,0.97,0,"Rpl27"
"Rps21",0,0.82697126206417,0.999,0.97,0,"Rps21"
"Rps20",0,0.888031667534117,1,0.971,0,"Rps20"
"Rps3",0,1.07341501199314,1,0.972,0,"Rps3"
"Rpl37",0,0.72811707520103,0.999,0.971,0,"Rpl37"
"Rps27",0,0.937109795031319,1,0.973,0,"Rps27"
"Rpl13a",0,1.35706924294051,1,0.973,0,"Rpl13a"
"Rps4x",0,0.82736344313293,1,0.973,0,"Rps4x"
"Rplp2",0,1.01144513759281,1,0.974,0,"Rplp2"
"Rpl7",0,0.617922047990977,0.998,0.974,0,"Rpl7"
"Rpl32",0,1.1197024112472,1,0.976,0,"Rpl32"
"Rpsa",0,1.23904786313552,1,0.976,0,"Rpsa"
"Rpl11",0,0.846039213639671,1,0.978,0,"Rpl11"
"Rps11",0,1.10374732829806,1,0.978,0,"Rps11"
"Rpl18a",0,1.04404122650443,1,0.978,0,"Rpl18a"
"Rpl15",0,0.706837525917274,0.998,0.976,0,"Rpl15"
"Rps7",0,1.09318027121517,1,0.979,0,"Rps7"
"Rpl17",0,1.08490343060094,1,0.979,0,"Rpl17"
"Rps16",0,1.10971817119424,1,0.981,0,"Rps16"
"Rpl8",0,0.92973330159212,1,0.982,0,"Rpl8"
"Rpl34",0,1.00022123199085,1,0.984,0,"Rpl34"
"Rpl27a",0,0.949629496622237,1,0.984,0,"Rpl27a"
"Rps23",0,1.0382790813546,1,0.984,0,"Rps23"
"Rplp1",0,0.975421636686477,1,0.986,0,"Rplp1"
"Rpl24",0,0.720194559392047,1,0.986,0,"Rpl24"
"Rps3a1",0,0.880766182973117,1,0.987,0,"Rps3a1"
"Rpl21",0,0.764317707799078,1,0.987,0,"Rpl21"
"Rpl26",0,0.531360411136863,1,0.987,0,"Rpl26"
"Rps10",0,1.08036241781786,1,0.987,0,"Rps10"
"Rps9",0,0.611750600071672,1,0.988,0,"Rps9"
"Rps12",0,0.707155977905579,1,0.988,0,"Rps12"
"Rpl37a",0,0.892106561442634,1,0.989,0,"Rpl37a"
"Eef1a1",0,0.799338406630627,1,0.989,0,"Eef1a1"
"Rpl19",0,1.07854493141302,1,0.989,0,"Rpl19"
"Rpl9",0,0.79651826473356,1,0.99,0,"Rpl9"
"Rps13",0,1.0604145587953,1,0.99,0,"Rps13"
"Rpl30",0,0.878928275674824,1,0.99,0,"Rpl30"
"Rpl13",0,0.926876698680506,1,0.991,0,"Rpl13"
"Rpl23",0,0.931840513017429,1,0.992,0,"Rpl23"
"Rps24",0,1.19752028999294,1,0.992,0,"Rps24"
"Rps14",0,0.972858771691305,1,0.992,0,"Rps14"
"Rps8",0,0.612508375549371,1,0.993,0,"Rps8"
"Rps27a",0,0.690850832121225,1,0.994,0,"Rps27a"
"Rpl41",0,0.585577434660243,1,0.995,0,"Rpl41"
"Rps29",0,0.630986411200481,1,0.995,0,"Rps29"
"Tmsb4x",0,0.511119858655434,1,0.995,0,"Tmsb4x"
"Actb",0,0.521298014186189,1,0.996,0,"Actb"
"Fau",0,0.754692933838137,1,0.998,0,"Fau"
"Tpt1",0,0.869046566889645,1,0.999,0,"Tpt1"
"Xrn2",4.94065645841247e-323,1.02385336227609,0.519,0.325,1.24153756143447e-318,"Xrn2"
"Sri",6.87322881671571e-318,0.937025762360993,0.57,0.359,1.72717366935249e-313,"Sri"
"Arpc5",1.7010799879865e-310,0.717314997154548,0.686,0.466,4.27464390181127e-306,"Arpc5"
"Zyx",4.41350371600915e-301,1.08839402608945,0.374,0.169,1.10906934879594e-296,"Zyx"
"S100a13",7.30347474743599e-298,0.948779789547235,0.545,0.334,1.83529016928319e-293,"S100a13"
"Nop53",3.01087550433605e-296,0.948346612976803,0.534,0.347,7.56602905484607e-292,"Nop53"
"Ppp1cc",3.93920017389105e-293,1.08499292227985,0.448,0.261,9.89881611697082e-289,"Ppp1cc"
"Nsa2",1.38028235237649e-292,0.67401054432312,0.758,0.602,3.46851152328687e-288,"Nsa2"
"Prkar1a",7.24008337335878e-292,0.853866235484121,0.598,0.418,1.81936055089133e-287,"Prkar1a"
"Prrc2c",9.26457336003701e-287,0.568227102190635,0.85,0.757,2.3280946396437e-282,"Prrc2c"
"Eif3h",4.73341135389267e-280,0.63922369205591,0.725,0.598,1.18945893911969e-275,"Eif3h"
"Rab8b",4.24267731175799e-279,1.14078544311784,0.393,0.191,1.06614238167167e-274,"Rab8b"
"Chd3",1.12393878339884e-278,1.15344926321214,0.415,0.223,2.82434576880295e-274,"Chd3"
"Cd47",3.66558538317918e-277,0.604449019359647,0.791,0.692,9.21124950939095e-273,"Cd47"
"Rap1b",1.01604097517999e-274,0.702770667157471,0.608,0.392,2.55320936652979e-270,"Rap1b"
"Fam49b",2.10261266040799e-271,0.566006208485075,0.489,0.286,5.28365535433924e-267,"Fam49b"
"Ubald2",1.6040731140037e-269,1.004855522204,0.391,0.266,4.0308753281799e-265,"Ubald2"
"Bhlhe40",2.72732098849209e-265,1.16086978359608,0.384,0.189,6.85348491198178e-261,"Bhlhe40"
"Ppp1ca",6.85403177746377e-262,0.678021630632923,0.66,0.532,1.72234964535887e-257,"Ppp1ca"
"Cast",5.25358985820435e-261,1.05029867990509,0.44,0.243,1.32017459546817e-256,"Cast"
"9930111J21Rik2",3.19118835448624e-255,1.12982674284476,0.351,0.165,8.01913721598848e-251,"9930111J21Rik2"
"Tpr",1.79864376989835e-254,0.586330715861024,0.776,0.674,4.51981192937756e-250,"Tpr"
"Efhd2",5.01304551780207e-249,0.751649811784489,0.436,0.237,1.25972820816848e-244,"Efhd2"
"Atp1b3",1.34654842861349e-245,0.95471933852178,0.475,0.281,3.38374154626284e-241,"Atp1b3"
"Tmem160",1.8392711678675e-245,0.900112512359813,0.496,0.321,4.62190451773424e-241,"Tmem160"
"Rab8a",2.33627483858496e-245,1.0175807866875,0.431,0.254,5.87082504188015e-241,"Rab8a"
"Pnrc1",4.04035904067101e-245,0.569581578387141,0.816,0.716,1.01530182333022e-240,"Pnrc1"
"Jpt1",7.18692613433668e-245,0.844927951590292,0.493,0.29,1.80600266829746e-240,"Jpt1"
"Eif3e",5.96924861310951e-244,0.724155339458932,0.624,0.468,1.50001248398829e-239,"Eif3e"
"Chd2",2.22988999886708e-241,0.994802857956287,0.448,0.274,5.60349057815308e-237,"Chd2"
"Nme2",6.64593351599245e-240,0.566829118717348,0.756,0.557,1.67005663323374e-235,"Nme2"
"Rps27rt",5.29955853647903e-238,1.17166845471075,0.352,0.18,1.33172606463182e-233,"Rps27rt"
"Pim1",1.05713865651688e-235,0.619633307326855,0.521,0.322,2.65648372996126e-231,"Pim1"
"Cdkn1b",1.42934350958406e-233,0.966130738478005,0.418,0.227,3.5917973052338e-229,"Cdkn1b"
"Eef1d",4.82432534622489e-230,0.670389934959454,0.656,0.483,1.21230471625285e-225,"Eef1d"
"Grk2",1.13439743969184e-229,0.766358162670729,0.367,0.193,2.85062732620161e-225,"Grk2"
"Tgfb1",2.86696682515275e-226,1.01682820971336,0.394,0.209,7.20440093492634e-222,"Tgfb1"
"Eif3f",1.61510350274733e-224,0.51750628539368,0.81,0.684,4.05859359205377e-220,"Eif3f"
"Fam107b",1.21381120169209e-221,1.02056735151449,0.38,0.201,3.05018616873206e-217,"Fam107b"
"Tab2",9.0681979445809e-221,1.04246854949488,0.372,0.226,2.27874746149373e-216,"Tab2"
"Tma7",9.47145700545419e-217,0.546691292032514,0.748,0.642,2.38008243090058e-212,"Tma7"
"Clec2d",4.96845529108091e-211,0.599612659326552,0.442,0.261,1.24852313009572e-206,"Clec2d"
"Taf10",5.32594443789163e-207,0.75444732685488,0.526,0.387,1.33835657779779e-202,"Taf10"
"Nt5c",1.83738603264488e-206,1.01915748373289,0.375,0.213,4.61716736143333e-202,"Nt5c"
"Prr13",8.37591886258639e-206,0.71572933987382,0.489,0.31,2.10478465097933e-201,"Prr13"
"Samhd1",4.99855493553593e-205,0.663810389544587,0.457,0.27,1.25608686975082e-200,"Samhd1"
"H2afz",8.65588324499637e-205,0.513785897653995,0.908,0.877,2.17513690063514e-200,"H2afz"
"Capzb",6.43566050111871e-202,0.639807939240189,0.619,0.468,1.61721712732612e-197,"Capzb"
"Arl6ip5",1.43336037095107e-201,1.03139849539538,0.359,0.208,3.60189127616294e-197,"Arl6ip5"
"Ncor1",1.84100665096899e-201,0.564439128441826,0.725,0.625,4.62626561321997e-197,"Ncor1"
"Bzw1",4.1196282143243e-196,0.705572836642781,0.565,0.423,1.03522137397755e-191,"Bzw1"
"Snrpe",1.66887264040707e-195,0.613142988132088,0.63,0.498,4.19371005807893e-191,"Snrpe"
"Tomm20",6.15805703675815e-195,0.664725949554259,0.57,0.447,1.54745815276696e-190,"Tomm20"
"Tsc22d4",8.76373650766782e-194,0.75997421675666,0.533,0.355,2.20223934701185e-189,"Tsc22d4"
"Ppp2r5a",9.82972579486588e-193,0.869530505780781,0.378,0.207,2.47011179499185e-188,"Ppp2r5a"
"Cap1",7.04974589012062e-192,0.826991753113192,0.438,0.262,1.77153064472841e-187,"Cap1"
"Clint1",5.95247693872451e-191,0.788204903025853,0.487,0.351,1.49579792993208e-186,"Clint1"
"Smchd1",3.45603542181965e-190,0.852283494701313,0.463,0.296,8.68467141149061e-186,"Smchd1"
"Ezr",7.24520223041664e-186,0.535729610278729,0.442,0.274,1.8206468684814e-181,"Ezr"
"Lsm4",3.1642004712153e-185,0.767268094499887,0.487,0.345,7.95131936411693e-181,"Lsm4"
"H2afj",2.46396076799546e-183,0.567075775940007,0.633,0.462,6.19168701389579e-179,"H2afj"
"Ostf1",1.57344592049505e-180,0.55671914906365,0.564,0.39,3.95391225361202e-176,"Ostf1"
