"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Isg15",1.76707138505802e-147,4.44485809225021,0.704,0.093,4.44047368351229e-143,"Isg15"
"Bst2",4.44876537786969e-126,3.44036644499934,0.681,0.119,1.11793025180488e-121,"Bst2"
"Zbp1",8.24166543536718e-119,3.57228619619801,0.611,0.072,2.07104810725342e-114,"Zbp1"
"Stat1",1.0656091091468e-117,2.64213414281381,0.729,0.169,2.67776913037498e-113,"Stat1"
"Irf7",5.69008175754915e-115,3.58773910078568,0.593,0.062,1.42986064485453e-110,"Irf7"
"Rps21",1.25467002135442e-112,-0.83143345266387,0.997,1,3.15286029666153e-108,"Rps21"
"Obp1a",4.10002213831342e-108,3.37924510867213,0.623,0.087,1.03029456313678e-103,"Obp1a"
"Rps27",2.18699753323951e-107,-0.863851645747537,0.999,1,5.49570610127755e-103,"Rps27"
"Ms4a4b",8.0945339390696e-106,1.79128268112114,0.878,0.52,2.0340754335488e-101,"Ms4a4b"
"Trim30a",1.62622082709865e-105,2.86664365201028,0.633,0.115,4.08653031641619e-101,"Trim30a"
"Mt1",6.57901615761455e-104,-1.90585430442684,0.216,0.768,1.65324097024696e-99,"Mt1"
"Ifi209",1.0372184154928e-103,2.9250912838904,0.623,0.11,2.60642615629186e-99,"Ifi209"
"Stoml3",1.4784254510217e-100,-1.92886388248984,0.188,0.727,3.71513531587243e-96,"Stoml3"
"Ifit1",2.7655989389918e-99,6.54030842333854,0.448,0.009,6.94967357379248e-95,"Ifit1"
"Rps15a",3.2023357862346e-98,-0.72832543004116,1,1,8.04714959722892e-94,"Rps15a"
"Ifit3",1.59370946960245e-97,5.68781366698415,0.451,0.014,4.00483252616399e-93,"Ifit3"
"Rpl37a",3.59884957738272e-97,-0.726040424828775,0.999,1,9.04354910300505e-93,"Rpl37a"
"Usp18",5.86464028938393e-92,5.63038792281662,0.426,0.01,1.47372545831929e-87,"Usp18"
"Map1b",1.99543384972128e-91,-1.90055068757996,0.182,0.686,5.01432572096461e-87,"Map1b"
"Isg20",2.60408240837042e-91,3.68564402842732,0.512,0.064,6.54379868399402e-87,"Isg20"
"Rpl30",9.02096514013385e-90,-0.652609527251254,1,1,2.26687833006423e-85,"Rpl30"
"Gng13",1.39768934850303e-88,-1.75409847623207,0.199,0.703,3.51225356385327e-84,"Gng13"
"Rtp4",2.35875365606221e-88,3.85673942160126,0.448,0.026,5.92731206231872e-84,"Rtp4"
"Rnf213",2.53552894890367e-88,2.85671445915404,0.542,0.084,6.37153069570002e-84,"Rnf213"
"Xaf1",1.83954544156697e-86,3.20605144736135,0.481,0.047,4.62259374011364e-82,"Xaf1"
"Tuba1a",3.95676070354166e-86,-1.74569124243122,0.202,0.693,9.94294397192984e-82,"Tuba1a"
"Rsad2",3.90537970596917e-85,8.66577313094603,0.384,0.002,9.81382866312992e-81,"Rsad2"
"S100a5",6.00136157733167e-83,-1.40972542613412,0.223,0.728,1.50808215076768e-78,"S100a5"
"Ifi27l2a",1.50702935325584e-82,3.11026891202725,0.632,0.172,3.78701406179659e-78,"Ifi27l2a"
"Parp14",2.28269434431106e-82,2.78335761555017,0.537,0.094,5.73618261781927e-78,"Parp14"
"Phf11b",3.01050299434604e-82,3.57628601577744,0.472,0.057,7.56509297449216e-78,"Phf11b"
"Rpl39",5.29733235422662e-82,-0.738907940133841,0.995,1,1.33116664729361e-77,"Rpl39"
"Mndal",6.44501732091003e-82,1.81846501861392,0.761,0.298,1.61956840257148e-77,"Mndal"
"Gbp7",6.01706254370064e-81,2.32281041209509,0.605,0.143,1.51202764660653e-76,"Gbp7"
"Obp1b",7.41620772121029e-81,2.87649057729559,0.457,0.042,1.86361883826293e-76,"Obp1b"
"Ifi206",1.64120646566282e-80,3.59678515496117,0.439,0.037,4.12418772756409e-76,"Ifi206"
"Ckb",1.77315475793085e-80,-1.71936037414878,0.182,0.654,4.45576059120444e-76,"Ckb"
"Ms4a6b",4.07929028805664e-78,2.07512082645956,0.694,0.255,1.02508485648575e-73,"Ms4a6b"
"Omp",4.88384362884739e-78,-1.68080831740239,0.191,0.66,1.22726106549306e-73,"Omp"
"Cxcl10",7.10264696108546e-78,5.07226359654231,0.44,0.051,1.78482415485116e-73,"Cxcl10"
"Rps29",1.00370395132844e-77,-0.63171540245586,1,1,2.52220765929323e-73,"Rps29"
"Gnal",1.77203900810053e-76,-1.90152011133166,0.162,0.606,4.45295682345582e-72,"Gnal"
"H2-Q7",2.21266257472334e-76,1.33541108371029,0.881,0.523,5.56019978402229e-72,"H2-Q7"
"Rpl35a",2.40559527790731e-75,-0.59892289441926,0.999,1,6.04502037385328e-71,"Rpl35a"
"Ifi203",1.92925574577919e-74,1.95939537640735,0.731,0.311,4.84802676356852e-70,"Ifi203"
"Chmp4b",5.11117559157318e-74,1.59300962228406,0.748,0.263,1.28438731440642e-69,"Chmp4b"
"Slfn2",6.44383728246114e-74,1.65410173257765,0.714,0.265,1.61927187070966e-69,"Slfn2"
"Ifi204",9.8357742986211e-74,7.48546365064115,0.342,0.002,2.4716317235005e-69,"Ifi204"
"Ifit2",1.46875078124125e-71,5.38444391414306,0.354,0.012,3.69082383818114e-67,"Ifit2"
"Rpl38",7.85351569546038e-68,-0.59494834286342,0.997,1,1.97350995911224e-63,"Rpl38"
"9930111J21Rik2",1.29367745568084e-67,2.2750808994448,0.564,0.15,3.25088207838037e-63,"9930111J21Rik2"
"Psmb8",1.03347111848049e-66,1.13597208329494,0.893,0.585,2.59700957362962e-62,"Psmb8"
"Lgals3bp",1.59095510669038e-66,2.25677553637358,0.508,0.105,3.99791108760225e-62,"Lgals3bp"
"B2m",8.88889593031384e-66,0.682301511543327,1,0.996,2.23369065832857e-61,"B2m"
"Tshz2",9.33294059764825e-66,-1.71125925889544,0.17,0.578,2.34527464278303e-61,"Tshz2"
"Sp100",1.02020759414428e-65,1.38245136782279,0.787,0.361,2.56367966332515e-61,"Sp100"
"Slfn8",2.21214809952801e-65,2.71306243743064,0.43,0.062,5.55890695930394e-61,"Slfn8"
"Oasl2",3.74989901025865e-65,5.5978150803291,0.316,0.006,9.42312122287895e-61,"Oasl2"
"Samd9l",4.87718771044354e-65,1.96945865119127,0.576,0.166,1.22558849975736e-60,"Samd9l"
"Herc6",5.75953656956811e-65,2.91327759494289,0.407,0.052,1.44731394456677e-60,"Herc6"
"Ifi213",5.95491048534405e-65,3.04199400273849,0.399,0.046,1.49640945586211e-60,"Ifi213"
"Ifi214",7.65331984953748e-65,4.01345124758259,0.356,0.026,1.92320274499027e-60,"Ifi214"
"Eif2ak2",1.58885120306122e-64,2.71747960347821,0.441,0.072,3.99262418817254e-60,"Eif2ak2"
"App",6.85401019599647e-64,-1.57708361630907,0.2,0.595,1.72234422215195e-59,"App"
"Ifi208",2.47245857257522e-63,2.75209622096041,0.427,0.067,6.21304114702427e-59,"Ifi208"
"Rps28",3.7990143531692e-63,-0.705962079209065,0.987,1,9.54654316807888e-59,"Rps28"
"Parp9",7.96884789516678e-63,2.65392985370427,0.419,0.061,2.00249178757646e-58,"Parp9"
"Fstl5",9.79937542925935e-63,-1.85611862467272,0.145,0.532,2.46248505161858e-58,"Fstl5"
"Rpl23",6.21689912233185e-62,-0.546361243366284,1,1,1.56224458045077e-57,"Rpl23"
"Slfn5",6.9594233628571e-61,3.59430090167454,0.392,0.057,1.74883349685236e-56,"Slfn5"
"Gm42418",1.00698987486337e-60,1.36078855351266,0.987,0.99,2.53046485654417e-56,"Gm42418"
"Tap1",1.41835752967688e-60,1.92192646395757,0.509,0.117,3.56419063632504e-56,"Tap1"
"Trim12c",8.01056800766363e-60,1.98540444569469,0.501,0.116,2.01297563464579e-55,"Trim12c"
"Ly6a",9.96863610770471e-60,2.46326249351023,0.515,0.141,2.50501856750512e-55,"Ly6a"
"Psme1",2.21057306006571e-59,1.05718904621108,0.872,0.539,5.55494904263911e-55,"Psme1"
"Gm20559",5.53485338619298e-58,2.08147821726863,0.469,0.1,1.39085330741643e-53,"Gm20559"
"Smchd1",6.24901199200668e-58,1.55942064714804,0.672,0.245,1.57031422347136e-53,"Smchd1"
"Sp110",8.95974558971711e-58,1.61856898069541,0.609,0.199,2.25149446924001e-53,"Sp110"
"Samhd1",1.19681987256391e-57,1.95487229250691,0.628,0.242,3.00748865776585e-53,"Samhd1"
"Chga",2.88486010297101e-57,-1.85125442907712,0.136,0.497,7.24936495275585e-53,"Chga"
"Atf5",5.25275650245664e-56,-1.67735506290383,0.161,0.528,1.31996518150233e-51,"Atf5"
"Ms4a4c",5.61551517143931e-56,4.01424865508593,0.338,0.04,1.41112280743099e-51,"Ms4a4c"
"Psmb10",5.83823745043885e-56,1.4597612804883,0.685,0.261,1.46709068892078e-51,"Psmb10"
"Trim30d",9.92080627913653e-56,3.33414785488715,0.327,0.028,2.49299940988422e-51,"Trim30d"
"Rplp2",1.12163456292608e-55,-0.515509710438121,1,1,2.81855549317696e-51,"Rplp2"
"Slfn1",2.20411029191787e-55,3.34948301788939,0.361,0.053,5.53870875256042e-51,"Slfn1"
"Apoe",2.28323892032799e-55,-1.21691359482654,0.204,0.58,5.7375510828922e-51,"Apoe"
"H2-K1",2.57619292102792e-55,0.67346862945786,0.999,0.979,6.47371519125107e-51,"H2-K1"
"AW112010",1.36941751575769e-54,1.21256697137712,0.923,0.753,3.44120927534751e-50,"AW112010"
"Rps23",1.60966228988261e-54,-0.476359892522902,1,1,4.04492036824601e-50,"Rps23"
"Dstn",2.04621173635388e-54,-1.34390003673106,0.244,0.617,5.14192547228366e-50,"Dstn"
"Epcam",3.14036844204963e-54,-1.82955184599618,0.147,0.491,7.89143185802652e-50,"Epcam"
"Gbp6",3.70803024234986e-53,2.70060989872879,0.348,0.044,9.31790919600097e-49,"Gbp6"
"Rps16",4.10603829588943e-53,-0.494233363791789,1,1,1.03180636337405e-48,"Rps16"
"Ddx58",6.33767711652975e-53,1.85087968748131,0.46,0.105,1.59259488261276e-48,"Ddx58"
"H2-T22",2.32080957057325e-52,1.61347427043423,0.607,0.219,5.83196236989351e-48,"H2-T22"
"Cd81",3.61902116841986e-52,-1.44240829510412,0.19,0.541,9.09423829412228e-48,"Cd81"
"Nsg1",4.59946753090159e-52,-1.8051384728771,0.134,0.471,1.15580019584026e-47,"Nsg1"
"Ifi35",7.25647866226816e-52,2.03243580837808,0.427,0.089,1.82348052304137e-47,"Ifi35"
"Gbp9",1.17957243261325e-51,2.51697930021353,0.369,0.058,2.96414756591384e-47,"Gbp9"
"Epsti1",1.21076763409573e-51,1.33063067881946,0.728,0.363,3.04253798771916e-47,"Epsti1"
"Rpl34",3.35836415976851e-51,-0.45881639420907,0.999,1,8.43923329708229e-47,"Rpl34"
"H2-T23",9.66837939074363e-51,1.2657090277748,0.737,0.354,2.42956705709997e-46,"H2-T23"
"Rps8",5.33904520795313e-50,-0.471504134443268,1,1,1.34164867030654e-45,"Rps8"
"Oas3",6.0264419279748e-50,4.03502078101266,0.264,0.01,1.51438459208079e-45,"Oas3"
"Arl6ip5",8.55922831154262e-50,1.53940493847726,0.499,0.131,2.15084848240754e-45,"Arl6ip5"
"Rpl22",1.1532647867258e-49,-0.591092334673831,0.984,1,2.89803908256327e-45,"Rpl22"
"Ifih1",1.631576063055e-49,4.09875617516816,0.269,0.014,4.0999874888509e-45,"Ifih1"
"Shisa5",2.06610150177806e-49,0.820161892077873,0.921,0.719,5.1919064638181e-45,"Shisa5"
"Ehd4",2.67590940323186e-49,2.69149977002218,0.331,0.043,6.72429273938133e-45,"Ehd4"
"Plac8",3.50151729560212e-49,3.18383624889843,0.428,0.126,8.79896281211856e-45,"Plac8"
"Gbp4",3.69468732220451e-49,1.88073288056606,0.451,0.111,9.28437977196772e-45,"Gbp4"
"Ifi47",7.65344693573624e-49,1.6751407754393,0.544,0.182,1.92323468048116e-44,"Ifi47"
"Atpif1",3.93770845802316e-48,-0.920043369267072,0.44,0.754,9.8950675841664e-44,"Atpif1"
"Gfy",8.69391450323861e-48,-1.72030491228156,0.139,0.457,2.18469377551883e-43,"Gfy"
"Tspo",1.47020998236316e-47,0.976956995892682,0.873,0.539,3.69449066468038e-43,"Tspo"
"Fau",1.79820387692587e-47,-0.366038933368817,1,1,4.51870652232701e-43,"Fau"
"Gbp2",4.56984026808979e-47,2.88225859312949,0.332,0.052,1.14835516096828e-42,"Gbp2"
"Eef1a1",7.23572394394269e-47,-0.422818923463129,1,1,1.81826506987336e-42,"Eef1a1"
"Rpl21",7.33004876793013e-47,-0.476160523076113,0.999,1,1.84196795489316e-42,"Rpl21"
"Igtp",8.44493085887362e-47,2.33142773068458,0.383,0.082,2.12212667552635e-42,"Igtp"
"Rplp1",1.19704188451803e-46,-0.473256155250981,1,1,3.00804655160535e-42,"Rplp1"
"Oasl1",2.90671553589354e-46,9.2668596703738,0.222,0,7.30428547014688e-42,"Oasl1"
"Rpl37",4.48105862437557e-46,-0.521755118648808,0.998,1,1.12604522171934e-41,"Rpl37"
"Rps11",9.19918934050512e-46,-0.444782210662113,1,1,2.31166428937553e-41,"Rps11"
"Usp25",1.5280409846087e-45,1.43561131228392,0.534,0.172,3.83981419022319e-41,"Usp25"
"Rps24",1.61737832254194e-45,-0.406655869159345,1,1,4.06430998671564e-41,"Rps24"
"Ubald2",1.8523671564184e-45,1.20335580942248,0.61,0.224,4.65481342736379e-41,"Ubald2"
"Daxx",4.48100642356256e-45,2.99081093889827,0.292,0.033,1.12603210417704e-40,"Daxx"
"H2-Q4",1.00894984056522e-44,1.33242092764987,0.549,0.18,2.53539005435635e-40,"H2-Q4"
"Rpl36a",5.09487812646157e-44,-0.703512437399159,0.926,0.994,1.28029192439853e-39,"Rpl36a"
"Dtx3l",6.09838435097788e-44,2.07659352115671,0.349,0.063,1.53246300355723e-39,"Dtx3l"
"Phf11a",4.27195802781526e-43,4.44949243762277,0.229,0.009,1.0735003328097e-38,"Phf11a"
"Gzma",4.57103725174696e-43,1.76859380348496,0.51,0.195,1.14865595099149e-38,"Gzma"
"Pml",5.26575950542152e-43,2.76973867859384,0.273,0.027,1.32323270611737e-38,"Pml"
"Psmb9",5.53052716287259e-43,1.18843133540805,0.636,0.257,1.38976617075825e-38,"Psmb9"
"Ebf1",1.24530263210742e-42,-1.70137004487918,0.14,0.43,3.12932098422273e-38,"Ebf1"
"Mxd1",1.24749046192695e-42,1.65567239260093,0.534,0.203,3.13481878177624e-38,"Mxd1"
"Zup1",1.65777114362628e-42,1.5861790447471,0.463,0.138,4.16581310681848e-38,"Zup1"
"H2-Q6",3.32817825785313e-42,1.36933959077645,0.529,0.179,8.36337914415913e-38,"H2-Q6"
"Ccr5",5.52508108007404e-42,1.71657740603079,0.463,0.148,1.3883976246118e-37,"Ccr5"
"Ifit1bl1",6.16891474741612e-42,4.77900644189536,0.228,0.011,1.5501865868782e-37,"Ifit1bl1"
"Tapbp",1.11048623903015e-41,1.24586226546808,0.558,0.199,2.79054087005885e-37,"Tapbp"
"Gzmb",1.35402886722547e-41,1.70805217007812,0.607,0.274,3.40253914045087e-37,"Gzmb"
"Rpl36",1.78929879496636e-41,-0.461478694213852,0.996,1,4.49632894187097e-37,"Rpl36"
"Nmi",2.77555163737547e-41,1.43535627249285,0.464,0.138,6.97468370956083e-37,"Nmi"
"Trafd1",2.94352866268592e-41,2.11432733549761,0.318,0.054,7.39679317646346e-37,"Trafd1"
"Irf8",3.10450567200996e-41,1.59228931559547,0.508,0.203,7.80131230319383e-37,"Irf8"
"Irgm1",1.56028380613785e-40,2.09182636227292,0.313,0.053,3.9208371764438e-36,"Irgm1"
"Ifit3b",1.7454074771071e-40,6.78432959196976,0.2,0.001,4.38603444922243e-36,"Ifit3b"
"Chchd10",6.55137979173481e-40,-1.38374500284786,0.219,0.506,1.64629622786504e-35,"Chchd10"
"H2-D1",6.7575911056438e-40,0.519302638483572,0.998,0.988,1.69811506893723e-35,"H2-D1"
"Psme2",7.64923173951677e-40,1.00151694340443,0.74,0.379,1.92217544382317e-35,"Psme2"
"Rpl41",1.30820764668728e-39,-0.409620236827169,0.998,1,3.28739499536048e-35,"Rpl41"
"Sp140",5.493057655424e-39,2.01726085230785,0.316,0.059,1.3803504582315e-34,"Sp140"
"Irf9",6.49832705454372e-39,1.96474295317705,0.316,0.058,1.63296460553629e-34,"Irf9"
"mt-Nd4l",1.90723460124192e-38,-0.841749562624335,0.627,0.839,4.79268982946082e-34,"mt-Nd4l"
"Stat2",4.40640653673626e-38,2.73730904176234,0.245,0.025,1.10728589861646e-33,"Stat2"
"Nkg7",8.42911095410679e-38,1.0587737553642,0.774,0.565,2.1181512916575e-33,"Nkg7"
"Cst3",1.27816780357869e-37,-0.824583974974475,0.502,0.754,3.21190787361288e-33,"Cst3"
"Atp1b1",3.86946276603741e-37,-0.634223580476298,0.457,0.768,9.72357298477541e-33,"Atp1b1"
"Iigp1",4.67867361964643e-37,4.6210855135994,0.199,0.007,1.17570389388095e-32,"Iigp1"
"Rpl26",6.66315996243359e-37,-0.412716741756641,0.998,1,1.67438546695994e-32,"Rpl26"
"Plaat3",6.93075329926608e-37,1.1486858409129,0.559,0.211,1.74162899657257e-32,"Plaat3"
"Rpl27",8.28638463301624e-37,-0.403483699767572,1,1,2.08228559443065e-32,"Rpl27"
"Ppa1",9.16714859844093e-37,1.92066724414047,0.382,0.109,2.30361277130222e-32,"Ppa1"
"Ttc39b",1.307252548952e-36,1.48418649227063,0.414,0.121,3.28499493026148e-32,"Ttc39b"
"Serpinb9",2.41173968940752e-36,1.48987657399879,0.559,0.258,6.06046066551216e-32,"Serpinb9"
"Klrk1",2.49604502335961e-36,1.27353850073986,0.61,0.34,6.27231153920036e-32,"Klrk1"
"Rpl32",5.47775257229249e-36,-0.386242280792315,1,1,1.37650444389138e-31,"Rpl32"
"Rps26",1.00682944411859e-35,-0.490312492493764,0.996,1,2.53006171012561e-31,"Rps26"
"Ly6c2",2.6598658453107e-35,2.85285724606115,0.386,0.145,6.68397688268127e-31,"Ly6c2"
"AW011738",6.48956921799562e-35,2.65428396107928,0.234,0.027,1.63076384879012e-30,"AW011738"
"Etnk1",6.72088467030823e-35,1.31811846704564,0.479,0.171,1.68889110880176e-30,"Etnk1"
"mt-Nd3",7.44526101909413e-35,-0.680177886967036,0.686,0.878,1.87091964148816e-30,"mt-Nd3"
"Helz2",7.70110438663061e-35,2.42446863955935,0.254,0.037,1.93521052131641e-30,"Helz2"
"Ptprc",1.66135909892383e-34,0.64603992057312,0.959,0.843,4.17482927968568e-30,"Ptprc"
"Atox1",3.01569345240873e-34,-0.646942927054522,0.61,0.857,7.5781360765579e-30,"Atox1"
"Cmpk2",3.41238314589372e-34,6.30072186439191,0.176,0.004,8.57497760731633e-30,"Cmpk2"
"Clec2d",4.29376463141604e-34,0.962827854649234,0.572,0.226,1.07898011422854e-29,"Clec2d"
"Trim25",5.50317168041053e-34,2.00103332441677,0.27,0.047,1.38289201157036e-29,"Trim25"
"Itgb1",6.33344112935643e-34,0.878791032441936,0.656,0.311,1.59153042139598e-29,"Itgb1"
"Trim12a",1.0341541908073e-33,1.13536312905955,0.504,0.187,2.59872606607967e-29,"Trim12a"
"Aplp2",1.31589763123563e-33,-0.64150039636649,0.545,0.811,3.306719157532e-29,"Aplp2"
"Gbp5",1.55073642677387e-33,2.67563359973631,0.238,0.033,3.89684556684006e-29,"Gbp5"
"Ogfr",3.37339058874004e-33,1.46940339193176,0.325,0.077,8.47699321044486e-29,"Ogfr"
"Gbp3",3.73595716562671e-33,2.99416469658776,0.205,0.017,9.38808676150336e-29,"Gbp3"
"Phf11c",4.69986075201722e-33,3.60558672401402,0.187,0.01,1.18102800837441e-28,"Phf11c"
"Nt5c3",5.4357327175536e-33,1.57405908025289,0.326,0.079,1.36594527459404e-28,"Nt5c3"
"Casp8",5.84181324993773e-33,1.32816548476117,0.393,0.12,1.46798925157685e-28,"Casp8"
"Rnf114",6.24805821814813e-33,1.54218156754014,0.295,0.061,1.57007454963844e-28,"Rnf114"
"Gm4070",8.14414147689133e-33,2.00933155204416,0.267,0.048,2.04654131172802e-28,"Gm4070"
"Morc3",1.1913126440456e-32,1.32277138224897,0.371,0.105,2.99364954322219e-28,"Morc3"
"Rpl27a",1.38488743437442e-32,-0.341171446867344,1,1,3.48008363383948e-28,"Rpl27a"
"Ccrl2",2.64109589643448e-32,2.21118002418421,0.259,0.047,6.63680987815021e-28,"Ccrl2"
"Atp1a1",2.96587770232285e-32,-0.643937035495491,0.546,0.775,7.45295407816709e-28,"Atp1a1"
"Slamf7",3.74083638551435e-32,1.57444676142163,0.355,0.103,9.40034775315901e-28,"Slamf7"
"Lgals9",5.13513663982006e-32,1.25559994636674,0.417,0.137,1.29040848622038e-27,"Lgals9"
"Sem1",5.48396355295768e-32,-0.700392534165751,0.826,0.901,1.37806520122274e-27,"Sem1"
"Sh2d2a",5.68791802351885e-32,0.995055694091459,0.603,0.274,1.42931692013005e-27,"Sh2d2a"
"Psap",6.15090170610583e-32,-0.751408645282821,0.51,0.761,1.54566008972734e-27,"Psap"
"Atp8b4",1.15412722473291e-31,1.67809775344681,0.314,0.078,2.90020630303133e-27,"Atp8b4"
"Xdh",1.20695227032999e-31,2.60955559456127,0.218,0.027,3.03295036011224e-27,"Xdh"
"Rps14",1.60186907625546e-31,-0.311474729719484,1,1,4.02533680172235e-27,"Rps14"
"Tapbpl",3.29097220632018e-31,1.38650723383149,0.34,0.09,8.26988405726197e-27,"Tapbpl"
"Ctla2b",5.25757185877734e-31,1.3311584933661,0.364,0.11,1.32117523239216e-26,"Ctla2b"
"Cycs",7.61396242583621e-31,0.961394899071136,0.535,0.219,1.91331261798838e-26,"Cycs"
"Rps10",7.83891038943332e-31,-0.334403356378463,1,1,1.9698397917607e-26,"Rps10"
"Tor3a",1.16167506960293e-30,2.27952696649706,0.22,0.03,2.9191732824052e-26,"Tor3a"
"Ddx60",3.48391977912514e-30,2.50660440029343,0.21,0.027,8.75474201296356e-26,"Ddx60"
"Ctla2a",4.98350749528536e-30,1.32347537360124,0.679,0.443,1.25230559849026e-25,"Ctla2a"
"Ascc3",6.96732115352612e-30,1.05261632102181,0.437,0.153,1.75081813266958e-25,"Ascc3"
"Sell",2.23626891225467e-29,1.08783277728611,0.446,0.172,5.61952014960477e-25,"Sell"
"Stat3",3.1187053596821e-29,0.993663278890216,0.489,0.189,7.83699469834515e-25,"Stat3"
"Ctss",4.22672602542171e-29,1.26421727963208,0.395,0.133,1.06213398292822e-24,"Ctss"
"Cnp",4.30767864590581e-29,1.21959135068825,0.352,0.104,1.08247656692967e-24,"Cnp"
"Cox6c",6.25996787051075e-29,-0.617540870971053,0.861,0.952,1.57306732618065e-24,"Cox6c"
"Trim56",1.85292057857677e-28,1.47656779570995,0.31,0.084,4.65620412190556e-24,"Trim56"
"Cd47",2.69310052045741e-28,0.652461487111644,0.922,0.713,6.76749229785743e-24,"Cd47"
"Fnbp4",2.98348738490088e-28,1.31365870588559,0.328,0.093,7.49720544951742e-24,"Fnbp4"
"Tmed5",4.46528257080031e-28,0.838916381231318,0.54,0.224,1.12208085721641e-23,"Tmed5"
"Tubb4b",5.36896519579867e-28,-0.653828532082867,0.586,0.787,1.34916726405225e-23,"Tubb4b"
"Trim34a",5.47286953460958e-28,1.79394545843555,0.242,0.047,1.37527738535204e-23,"Trim34a"
"Cd274",5.71726458453656e-28,1.7848199970146,0.239,0.046,1.43669141744819e-23,"Cd274"
"Resf1",8.16701881218714e-28,1.01157813297474,0.522,0.224,2.05229015731451e-23,"Resf1"
"Rps3a1",9.50874762104586e-28,-0.346660456273942,1,1,2.38945318969261e-23,"Rps3a1"
"Dhx58",1.0644669037932e-27,3.45241291722941,0.164,0.011,2.67489888254192e-23,"Dhx58"
"Rps19",1.24588057096846e-27,-0.44548243713862,0.993,1,3.13077328678664e-23,"Rps19"
"Fam49b",1.43703743967481e-27,0.781489952879712,0.625,0.293,3.61113138215883e-23,"Fam49b"
"Cfap36",1.44884345242926e-27,2.66551024142051,0.188,0.022,3.64079871160948e-23,"Cfap36"
"Capza2",1.85440572019264e-27,0.825568363364801,0.636,0.298,4.6599361342721e-23,"Capza2"
"Rpl17",2.58208287830834e-27,-0.349207442074404,1,1,6.48851606490103e-23,"Rpl17"
"Tut4",2.61885135124754e-27,0.751522238920414,0.75,0.425,6.58091156054993e-23,"Tut4"
"Lamp1",2.63254333463895e-27,-0.918613279509922,0.44,0.633,6.61531814561422e-23,"Lamp1"
"Eomes",3.35357814855463e-27,1.21692520115758,0.337,0.108,8.42720652950293e-23,"Eomes"
"Anxa2",4.01028936676952e-27,0.923549766791908,0.581,0.29,1.00774561497551e-22,"Anxa2"
"Nampt",4.70038251544808e-27,2.1441860419871,0.207,0.032,1.18115912230695e-22,"Nampt"
"Atp11b",5.36274134712362e-27,0.790840022635703,0.574,0.266,1.34760327311869e-22,"Atp11b"
"Casp4",5.38999858288204e-27,2.79273275440154,0.189,0.025,1.35445274389243e-22,"Casp4"
"Vcpip1",5.8226581199096e-27,1.48533241255208,0.26,0.059,1.46317575895208e-22,"Vcpip1"
"Rps27a",6.10217617561601e-27,-0.323759219984957,1,1,1.53341585117055e-22,"Rps27a"
"Rpl5",7.00488570476463e-27,-0.407522736793213,0.998,1,1.7602577287503e-22,"Rpl5"
"Picalm",7.59292469851545e-27,0.827872386078487,0.45,0.167,1.90802604748995e-22,"Picalm"
"Nsd3",9.16834314714194e-27,0.793244119420307,0.669,0.339,2.3039129494453e-22,"Nsd3"
"Npc2",1.00047366994956e-26,0.857018883138944,0.67,0.344,2.51409028521624e-22,"Npc2"
"Pik3ap1",3.65270424158994e-26,1.48713309783479,0.277,0.072,9.17888048869136e-22,"Pik3ap1"
"Smg7",3.6937620802882e-26,1.30301272257121,0.264,0.063,9.28205473155622e-22,"Smg7"
"Rnf157",6.23526038969603e-26,1.57441560691832,0.233,0.048,1.56685858332672e-21,"Rnf157"
"Prkcq",6.89609460206705e-26,1.06701229992064,0.388,0.141,1.73291961255343e-21,"Prkcq"
"Gpr18",8.07306227801243e-26,1.8894537271605,0.244,0.056,2.02867981984174e-21,"Gpr18"
"Gem",8.81994783728612e-26,1.42832307743542,0.385,0.151,2.21636469203163e-21,"Gem"
"Ezr",1.09928162692209e-25,0.718929878032039,0.567,0.25,2.76238480029251e-21,"Ezr"
"Peli1",1.25972958641098e-25,0.821231433436781,0.521,0.229,3.16557447769216e-21,"Peli1"
"Sh2d1a",1.37840646966793e-25,1.29354371918656,0.338,0.114,3.46379761762853e-21,"Sh2d1a"
"Reep5",1.4477296674609e-25,0.657576798348563,0.69,0.346,3.6379998813625e-21,"Reep5"
"Gimap1",2.33887201070955e-25,0.716574394990425,0.661,0.349,5.87735147571202e-21,"Gimap1"
"Itga2",2.81379890783147e-25,1.47556696484525,0.248,0.059,7.0707952754897e-21,"Itga2"
"Sult1d1",3.22329766950673e-25,-1.48548922921521,0.108,0.303,8.09982471370346e-21,"Sult1d1"
"Cd69",3.84478315291462e-25,1.06729367279874,0.512,0.255,9.66155558495915e-21,"Cd69"
"Psma5",4.7325866884498e-25,0.711249386811326,0.473,0.188,1.18925170894055e-20,"Psma5"
"Zfas1",7.12995581077928e-25,1.07517269871789,0.394,0.146,1.79168659569073e-20,"Zfas1"
"Fchsd2",7.51498190917395e-25,1.30788566550364,0.244,0.056,1.88843980395632e-20,"Fchsd2"
"Tor1aip1",8.15995451340359e-25,0.954769799631868,0.448,0.182,2.05051496967319e-20,"Tor1aip1"
"Adar",8.32735779312474e-25,1.68150218637553,0.205,0.036,2.09258173983432e-20,"Adar"
"Jaml",1.32125724159507e-24,1.47052373581599,0.32,0.106,3.32018732240426e-20,"Jaml"
"Riok1",1.48216393668885e-24,1.21622956287596,0.38,0.145,3.72452975650541e-20,"Riok1"
